TIME	TOTAL	SOC	CPU	GPU	DDR
.0087498890	4766	838	2134	152	1267
.4877614480	4537	838	1829	152	1344
.9682241380	4119	915	1067	152	1516
1.4444358330	4348	838	1600	152	1324
1.9187091360	4575	838	1981	152	1228
2.3940340490	4651	838	2134	152	1209
2.8692419710	4651	762	2134	152	1190
3.3444720990	4651	838	2210	152	1190
3.8200266420	4689	838	2210	152	1190
4.2947744030	4689	838	2210	152	1190
4.7699652030	4689	838	2210	152	1190
5.2453209920	4651	838	2210	152	1190
5.7205450700	4651	838	2210	152	1190
6.1952782370	4689	838	2210	152	1190
6.6704269540	4689	838	2210	152	1190
7.1462912510	4727	762	2210	152	1190
7.6220194850	4689	838	2210	152	1190
8.0990849290	4651	838	2210	152	1190
8.5724780330	4689	762	2210	152	1190
9.0473115800	4689	838	2210	152	1190
9.5225951400	4689	838	2210	152	1190
9.9983390830	4727	762	2210	152	1190
10.4751025410	4689	838	2210	152	1190
10.9483850510	4689	838	2210	152	1190
11.4235169610	4689	838	2210	152	1190
11.8985947920	4651	838	2210	152	1190
12.3744493220	4689	838	2210	152	1190
12.8496622550	4689	762	2210	152	1190
13.3268962360	4651	762	2210	152	1190
13.8005536530	4689	762	2210	152	1190
14.2751999930	4689	838	2210	152	1190
14.7510844410	4689	838	2210	152	1190
15.2259188760	4689	838	2210	152	1190
15.7034882770	4689	762	2210	152	1190
16.1767409560	4689	838	2210	152	1190
16.6511545260	4689	838	2210	152	1190
17.1264233890	4689	838	2210	152	1190
17.6042503550	4689	838	2210	152	1190
18.0773059120	4689	838	2210	152	1190
18.5520714790	4689	838	2210	152	1190
19.0298563950	4689	838	2210	152	1190
19.5054299570	4689	838	2210	152	1190
19.9803470100	4689	838	2210	152	1190
20.4550906860	4689	838	2210	152	1190
20.9304469680	4689	838	2210	152	1190
21.4063941590	4689	838	2210	152	1190
21.8815128410	4689	838	2210	152	1190
22.3566395540	4689	838	2210	152	1190
22.8323869680	4689	838	2210	152	1190
23.3066239860	4689	762	2210	152	1190
23.7822767440	4689	838	2210	152	1190
24.2580751960	4689	762	2210	152	1190
24.7354757530	4689	838	2210	152	1190
25.2084958780	4689	762	2210	152	1190
