TIME	TOTAL	SOC	CPU	GPU	DDR
.0081322920	3089	610	1143	152	846
.4834951560	3013	610	610	152	923
.9574767770	3013	610	381	152	923
1.4318695640	3013	610	305	76	942
1.9053291390	2976	610	305	152	940
2.3745409830	3242	610	838	152	1036
2.8462921800	3089	610	991	152	865
3.3180025440	3013	610	1067	152	807
3.7900617390	2975	610	1067	152	788
4.2611760740	2975	610	1067	152	788
4.7327917500	2937	610	1067	152	788
5.2043621790	2937	610	1067	152	788
5.6764935340	2937	610	1068	152	788
6.1474922850	2938	610	1068	152	788
6.6191458500	2898	610	1067	76	788
7.0914365640	2937	610	1143	152	788
7.5623142910	2937	610	1144	152	788
8.0341421590	2938	610	1143	152	788
8.5057840440	2938	610	1068	76	788
8.9778329670	2937	610	1143	152	788
9.4490077490	2937	610	1144	76	788
9.9207177300	2937	610	1144	76	788
10.3923776620	2938	610	1143	152	788
10.8645023290	2898	610	1068	152	788
11.3355126640	2937	610	1144	152	788
11.8070764690	2898	610	1144	152	788
12.2792616470	2937	610	1143	152	788
12.7502739340	2937	610	1143	152	788
13.2220824100	2975	610	1143	152	788
13.6935816070	2975	610	1143	152	788
14.1651989800	2975	610	1143	152	788
14.6367663040	2975	610	1143	152	788
15.1082909730	2975	610	1143	152	788
15.5798663940	2937	610	1143	152	788
16.0515116710	2937	610	1143	152	788
16.5231464830	2937	610	1143	152	788
16.9949199510	2937	610	1143	152	788
17.4668026350	2937	610	1143	152	788
17.9382390480	2937	610	1144	152	788
18.4103435870	2937	610	1143	76	788
18.8814437450	2937	610	1144	152	788
19.3532164140	2937	610	1143	152	788
19.8252289530	2937	610	1144	76	788
20.2968337810	2937	610	1144	152	788
20.7677877960	2898	610	1068	152	788
21.2398542550	2898	610	1144	152	788
21.7111289090	2938	610	1144	152	788
22.1827864410	2937	610	1144	152	788
22.6545371260	2937	610	1143	152	788
23.1260791700	2937	610	1143	76	788
23.5977668790	2898	610	1143	152	788
24.0692546840	2898	610	1068	152	788
24.5408977520	2898	610	1068	152	788
25.0131444980	2937	610	1067	152	788
25.4841807530	2898	610	1067	152	788
25.9562182200	2898	610	1067	76	788
26.4273492900	2898	610	1067	152	788
26.8990094470	2898	610	1067	152	788
27.3705939550	2937	610	1067	152	788
27.8431433250	2937	610	1143	152	788
28.3140398360	2937	610	1067	152	788
28.7856660400	2898	610	1143	152	788
29.2573671560	2898	610	1068	152	788
29.7294591190	2898	610	1068	152	788
30.2005118220	2937	610	1144	152	788
30.6720089710	2937	610	1143	152	788
31.1442343410	2937	610	1143	152	788
31.6153857950	2937	610	1144	152	788
32.0870086710	2937	610	1143	152	788
32.5587440920	3051	610	1143	152	788
33.0305676070	2975	610	1143	152	788
33.5019566930	2938	610	1143	152	788
33.9735892330	2938	610	1067	152	788
34.4452471490	2937	610	1143	152	788
34.9169052260	2937	610	1144	152	788
35.3885728380	2898	610	1068	152	788
35.8602241620	2898	610	1144	152	788
36.3317664310	2937	610	1143	152	788
36.8034759310	2898	610	1067	152	788
37.2752811750	2937	610	1143	152	788
37.7469899390	2898	610	1144	152	788
38.2189207500	2937	610	1143	152	788
38.6902750520	2937	610	1143	152	788
39.1622364230	2937	610	1068	152	788
39.6338674910	2937	610	1067	76	788
40.1059538540	2898	610	1067	152	788
40.5769264290	2937	610	1143	76	788
41.0486853690	2937	610	1143	76	788
41.5204338130	2937	610	1143	152	788
41.9924956950	2937	610	1143	152	788
42.4636473730	2937	610	1143	152	788
42.9352342500	2937	610	1143	152	788
43.4075127720	2937	610	1143	152	788
43.8788767370	2898	610	1067	76	788
44.3501097590	2937	610	1143	152	788
44.8218251150	2937	610	1143	152	788
45.2934323430	2937	610	1143	152	788
45.7650099080	2937	610	1143	152	788
46.2365893600	2937	610	1143	152	788
46.7081825410	2937	610	1143	152	788
47.1797713690	2937	610	1143	152	788
47.6514510460	2937	610	1068	76	788
48.1236740480	2937	610	1143	152	788
48.5949683490	2937	610	1143	152	788
49.0664399620	2937	610	1143	152	788
49.5380852380	2937	610	1143	152	788
50.0101514410	2937	610	1143	152	788
50.4812178390	2937	610	1144	152	788
50.9529190190	2937	610	1143	152	788
51.4249576060	2937	610	1143	152	788
51.8960559080	2900	610	1068	152	788
52.3676220170	2898	610	1143	152	788
52.8398475790	2937	610	1144	152	788
53.3108950970	2937	610	1068	152	788
53.7827465810	2937	610	1143	152	788
54.2543290410	2898	610	1144	152	788
54.7265869550	2898	610	1144	152	788
55.1974455140	2900	610	1144	152	788
55.6690005190	2937	610	1143	152	788
56.1407768350	2937	610	1143	152	788
56.6125135020	2898	610	1067	152	788
57.0842040580	2937	610	1143	76	788
57.5563422610	2937	610	1144	152	788
58.0273108030	2937	610	1143	152	788
58.4989963670	2937	610	1143	76	788
58.9707017390	2937	610	1144	152	788
59.4423551120	2975	610	1143	152	788
59.9142443870	2975	610	1143	152	788
60.3858215670	2937	610	1143	152	788
60.8574582030	2937	610	1144	152	788
61.3290239600	2898	610	1067	152	788
61.8012817780	2898	610	1068	152	788
62.2722265770	2898	610	1067	152	788
62.7439051010	2937	610	1143	152	788
63.2159840710	2898	610	1068	152	788
63.6870650930	2937	610	1067	152	788
64.1587266250	2938	610	1067	152	788
64.6301379820	2937	610	1143	152	788
65.1025247280	2937	610	1143	152	788
65.5736883420	2937	610	1143	152	788
66.0455012650	3089	610	1143	152	788
66.5171428290	3356	610	1143	152	788
66.9887348260	3432	610	1143	152	788
67.4604207740	3699	610	1372	152	788
67.9320917460	3204	610	1220	152	788
68.4036816940	3013	610	1143	152	788
68.8754601210	2975	610	1143	152	788
69.3478058750	2975	610	1143	152	788
69.8187756980	2937	610	1143	152	788
70.2903599180	2937	610	1143	152	788
70.7624222490	2937	610	1143	152	788
71.2335283580	2898	610	1143	152	788
71.7052551060	2937	610	1143	152	788
72.1769558380	2937	610	1143	152	788
72.6491199280	2937	610	1143	152	788
73.1201752220	2937	610	1143	152	788
73.5916735550	2937	610	1143	152	788
74.0638151490	2937	610	1143	152	788
74.5351705700	2937	610	1143	152	788
75.0066418630	2937	610	1143	152	788
75.4784465950	2937	610	1068	152	788
75.9500856950	2937	610	1143	76	788
76.4217889220	2937	610	1144	152	788
76.8935079900	2937	610	1143	152	788
77.3650871230	2937	610	1143	152	788
77.8371441730	2937	610	1143	152	788
78.3081175470	2937	610	1143	76	788
78.7797888070	2938	610	1143	152	788
79.2521016970	2937	610	1143	76	788
79.7236819810	2937	610	1143	76	788
80.1946401880	2937	610	1143	76	788
80.6663244720	2937	610	1143	152	769
81.1386640810	2898	610	1144	152	769
81.6097584790	2900	610	1144	152	769
82.0814606510	2898	610	1144	152	769
82.5531007750	2898	610	1144	152	769
83.0251394260	2898	610	1144	152	769
83.4960993600	2900	610	1144	152	769
83.9678799950	2900	610	1144	152	769
84.4399144220	2900	610	1144	152	769
84.9112221310	2900	610	1144	152	769
85.3828194710	2900	610	1144	152	769
85.8542705080	2937	610	1144	152	769
86.3260419910	2898	610	1144	152	769
86.7981560660	2898	610	1144	152	769
87.2692598400	2900	610	1144	152	769
87.7409097560	2898	610	1144	152	769
88.2125627110	2900	610	1144	152	769
88.6840785160	2937	610	1144	76	769
89.1556670240	2937	610	1143	152	769
89.6272972600	2898	610	1144	152	769
90.0991495430	2900	610	1144	152	769
90.5712143380	2898	610	1144	152	769
91.0423309750	2898	610	1143	152	769
91.5139559630	2937	610	1143	152	769
91.9855944230	2898	610	1144	152	769
92.4573378750	2898	610	1143	76	769
92.9292774220	2898	610	1144	152	769
93.4005244590	2898	610	1144	152	769
93.8726439090	2898	610	1144	152	769
94.3437524510	2898	610	1144	76	769
94.8153557110	2900	610	1144	152	769
95.2871327310	2898	610	1144	76	769
95.7588472860	2898	610	1143	152	769
96.2307881130	2898	610	1143	152	769
96.7019640150	2898	610	1144	152	769
97.1738659620	2937	610	1143	152	769
97.6453963580	2898	610	1144	152	769
98.1175618880	2900	610	1144	152	769
98.5885016300	2900	610	1143	152	769
99.0600906180	2900	610	1143	76	769
99.5318467100	2898	610	1144	152	769
100.0034334580	2937	610	1143	152	769
100.4753349250	2937	610	1143	152	769
100.9473976390	2937	610	1143	152	769
101.4185784370	2937	610	1143	152	769
101.8901468490	2937	610	1143	152	769
102.3619217880	2937	610	1143	152	769
102.8334763440	2937	610	1143	152	769
103.3058347700	2937	610	1143	152	769
103.7767431520	2937	610	1143	152	769
104.2483635640	2937	610	1143	152	769
104.7204543100	2937	610	1143	152	769
105.1914185650	2937	610	1143	152	769
105.6633288960	2898	610	1144	152	769
106.1347262360	2900	610	1144	152	769
106.6063696560	2898	610	1143	152	769
107.0781769790	2898	610	1144	152	769
107.5502907660	2898	610	1144	152	769
108.0213163630	2937	610	1144	152	769
108.4930657030	2900	610	1144	152	769
108.9648896340	2898	610	1144	152	769
109.4363866860	2898	610	1144	152	769
109.9080542660	2898	610	1144	152	769
110.3797135900	2898	610	1144	152	769
110.8516933600	2900	610	1144	152	769
111.3231557570	2898	534	1144	152	769
111.7948159130	2900	610	1144	152	769
112.2666254120	2898	610	1144	152	769
112.7383694710	2898	610	1144	152	769
113.2098826510	2898	610	1144	152	769
113.6819919580	2898	610	1144	152	769
114.1529478600	2898	610	1144	152	769
114.6244744160	2898	610	1144	152	769
115.0966619620	2900	610	1144	152	769
115.5677580550	2898	610	1144	152	769
116.0393441630	2898	610	1144	152	769
116.5113952940	2898	610	1144	152	769
116.9823104600	2898	534	1144	152	769
117.4541235110	2898	610	1144	152	769
117.9263376490	2898	610	1143	152	769
118.3973019670	2898	610	1144	152	769
118.8690136430	2898	610	1144	152	769
119.3405136390	2937	610	1143	152	769
119.8137476450	2898	610	1144	152	769
120.2844818840	2900	610	1144	152	769
120.7561613670	2900	610	1143	152	769
121.2279012350	2898	610	1143	152	769
121.6994460630	2900	610	1144	152	769
122.1711898660	2900	610	1143	76	769
122.6427738940	2898	610	1144	152	769
123.1143960660	2898	610	1144	152	769
123.5864792920	2898	610	1144	152	769
124.0577053050	2898	610	1144	152	769
124.5292943570	2898	610	1144	152	769
125.0014312150	2898	610	1144	152	769
125.4728994040	2898	610	1144	152	769
125.9439163290	2898	610	1144	152	769
126.4162966430	2898	610	1143	152	769
126.8876798710	2898	610	1144	152	769
127.3589050840	2937	610	1067	152	769
127.8306000240	2900	610	1144	152	769
128.3027272820	2900	610	1144	152	769
128.7743499330	2898	610	1144	152	769
129.2454329390	2898	610	1144	152	769
129.7171637820	2898	610	1144	152	769
130.1892238410	2937	610	1144	152	769
130.6602171820	2900	610	1144	152	769
131.1319993220	2898	610	1144	152	769
131.6036980690	2898	610	1144	152	769
132.0752172010	2900	610	1144	152	769
132.5469175170	2898	610	1144	152	769
133.0191910460	2937	610	1144	152	769
133.4902957800	2898	610	1144	152	769
133.9619279670	2898	610	1144	152	769
134.4335357710	2898	610	1144	152	769
134.9052181350	2898	610	1144	152	769
135.3770402100	2900	610	1144	152	769
135.8486964290	2900	610	1144	152	769
136.3207871110	2898	610	1068	152	769
136.7918534130	2898	610	1068	152	769
137.2640795820	2898	610	1144	152	769
137.7351484440	2898	610	1144	152	769
138.2071085990	2898	610	1144	152	769
138.6782821320	2898	610	1143	152	769
139.1500120150	2898	610	1144	152	769
139.6218494820	2900	610	1144	152	769
140.0931945350	2898	534	1143	152	769
140.5648496340	2900	610	1144	152	769
141.0365115820	2898	610	1144	152	769
141.5080844730	2900	610	1144	76	769
141.9799130120	2898	610	1143	152	769
142.4513613930	2937	610	1143	152	769
142.9230467000	2898	610	1143	152	769
143.3947372230	2898	610	1144	76	769
143.8664040030	2898	610	1144	152	769
144.3380158070	2898	610	1144	152	769
144.8100472570	2898	610	1144	152	769
145.2810182950	2900	610	1144	152	769
145.7528692340	2898	610	1144	152	769
146.2248441400	2898	610	1143	152	769
146.6959330970	2898	610	1143	76	769
147.1677137330	2937	610	1144	152	769
147.6392835520	2937	610	1143	152	769
148.1110769870	2898	610	1143	152	769
148.5827488230	2898	610	1143	152	769
149.0543554100	2898	610	1143	152	769
149.5262995650	2937	610	1143	152	769
149.9979038490	2898	610	1143	152	769
150.4701763220	2898	610	1144	152	769
150.9411864320	2900	610	1144	152	769
151.4128231630	2898	610	1144	152	769
151.8843698790	2898	610	1144	152	769
152.3560422580	2937	610	1144	152	769
152.8277044300	2898	610	1144	76	769
153.2995246810	2898	610	1068	152	769
153.7712010920	2898	610	1144	152	769
154.2427238400	2898	610	1144	152	769
154.7144448270	2898	610	1144	152	769
155.1860225190	2898	610	1144	152	769
155.6578097780	2898	610	1143	152	769
156.1295284930	2898	610	1143	152	769
156.6012302810	2900	610	1143	152	769
157.0728371560	2900	610	1143	152	769
157.5451448610	2898	610	1144	76	769
158.0159734360	2898	610	1068	76	769
158.4876629350	2900	610	839	228	865
158.9677682140	8533	685	380	5407	1478
159.4435076830	11114	760	228	7685	1708
159.9189645940	11909	760	152	8367	1785
160.3945407040	12137	760	152	8671	1785
160.8614538990	7809	761	533	4493	1440
161.3329698310	4537	610	914	1601	1000
161.8052006410	3432	610	1067	610	846
162.2761959980	3089	610	1143	305	788
162.7479209210	2975	610	1143	152	788
163.2195823250	2937	610	1143	152	769
163.6918526860	2900	610	1144	152	769
164.1628683000	2898	610	1144	152	769
164.6346077190	2898	610	1144	152	769
165.1067580490	2898	610	1144	152	769
165.5777964780	2898	610	1144	152	769
166.0499319920	2898	610	1144	152	769
166.5209383570	2898	610	1144	152	769
166.9925066410	2898	610	1144	152	769
167.4641015490	2898	610	1143	152	769
167.9363675900	2900	610	1144	152	769
168.4078714900	2900	610	1144	152	769
168.8790796790	2898	610	1144	152	769
169.3508145220	2898	610	1143	152	769
169.8225661650	2898	610	1144	152	769
170.2946520150	2900	610	1144	152	769
170.7658132920	2898	610	1144	152	769
171.2373676550	2900	610	1144	152	769
171.7091363860	2898	610	1143	152	769
172.1808450540	2900	610	1144	152	769
172.6525021690	2898	610	1144	152	769
173.1240652690	2898	610	1144	152	769
173.5956586080	2900	610	1144	152	769
174.0672669560	2900	610	1144	152	769
174.5389097030	2898	610	1144	152	769
175.0106266900	2898	610	1144	152	769
175.4823244770	2900	610	1144	152	769
175.9539884730	2900	610	1144	152	769
176.4256346120	2898	610	1144	152	769
176.8971912480	2898	610	1144	152	769
177.3689776420	2938	610	1144	152	769
177.8404823420	2898	610	1144	152	769
178.3129133430	2898	610	1144	152	769
178.7840599320	2937	610	1143	152	769
179.2552514490	2937	610	1143	152	769
179.7269469000	2937	610	1143	152	769
180.1992507330	2937	610	1143	152	769
180.6702915940	2937	610	1143	152	769
181.1420120380	2900	610	1144	152	769
181.6136932810	2898	610	1144	152	769
182.0853479320	2900	610	1144	152	769
182.5573620700	2898	610	1144	152	769
183.0283949630	2898	610	1144	152	769
183.5001895820	2898	610	1144	152	769
183.9715978020	2898	610	1144	152	769
184.4432269820	2900	610	1144	152	769
184.9154406710	2898	610	1144	152	769
185.3865874520	2898	610	1144	152	769
185.8586768540	2937	610	1144	152	769
186.3301338420	3242	610	1143	152	769
186.8022685550	3356	610	1143	152	769
187.2773357710	3471	610	1220	152	788
187.7479065220	3356	610	1296	152	788
188.2189224870	3051	610	1143	152	769
188.6905137470	2937	610	1143	152	769
189.1622674380	2900	610	1144	152	769
189.6339813210	2898	610	1143	152	769
190.1057900840	2898	610	1144	152	769
190.5773772150	2898	610	1144	152	769
191.0489468430	2937	610	1144	152	769
191.5206568860	2898	610	1144	152	769
191.9928024150	2898	610	1144	152	769
192.4637976130	2898	610	1144	152	769
192.9356982470	2898	610	1144	152	769
193.4073050580	2898	610	1144	152	769
193.8796567310	2938	610	1144	152	769
194.3506252090	2900	610	1144	152	769
194.8222155080	2898	610	1144	152	769
195.2944957890	2900	610	1144	152	769
195.7656968420	2900	610	1144	152	769
196.2377104680	2898	610	1144	152	769
196.7087161290	2900	610	1144	152	769
197.1803289250	2898	610	1144	152	769
197.6518479600	2898	610	1144	76	769
198.1240470260	2900	610	1144	152	769
198.5951757590	2898	610	1144	152	769
199.0670468890	2900	610	1144	152	769
199.5388345000	2898	610	1143	152	769
200.0103167040	2900	610	1144	152	769
200.4820425550	2898	610	1144	152	769
200.9537030620	2898	610	1144	152	769
201.4253798570	2898	610	1144	152	769
201.8970776760	2900	610	1144	152	769
202.3686538950	2898	610	1144	152	769
202.8402786590	2900	610	1144	76	769
203.3118553260	2898	610	1144	152	769
203.7839463280	2898	610	1144	152	769
204.2551980360	2898	610	1144	152	769
204.7269372310	2898	610	1144	152	769
205.1986399780	2898	610	1143	76	769
205.6702257010	2900	610	1144	152	769
206.1417823690	2900	610	1144	152	769
206.6134236120	2900	610	1144	152	769
207.0849965030	2898	610	1144	152	769
207.5567131700	2898	610	1144	152	769
208.0283978050	2898	610	1144	152	769
208.5000137690	2898	610	1144	152	769
208.9720639700	2898	610	1144	152	769
209.4438870690	2898	610	1144	152	769
209.9148833860	2898	610	1143	152	769
210.3863446300	2898	610	1144	152	769
210.8583976800	2898	610	1144	152	769
211.3301165550	2900	610	1143	152	769
211.8017449980	2900	610	1144	152	769
212.2733616330	2898	610	1144	152	769
212.7449040290	2898	610	1144	152	769
213.2164631920	2900	610	1143	152	769
213.6880757950	2900	610	1143	152	769
214.1598605260	2898	610	1143	152	769
214.6315734170	2898	610	1144	152	769
215.1032457000	2898	610	1144	152	769
215.5753963170	2898	610	1143	152	769
216.0465300740	2937	610	1143	152	769
216.5182635410	2900	610	1144	152	769
216.9899639200	2898	610	1144	152	769
217.4616415470	2898	610	1144	152	769
217.9331801340	2898	610	1144	152	769
218.4048811530	2898	610	1144	152	769
218.8764687330	2900	610	1144	152	769
219.3480093680	2937	610	1144	152	769
219.8201812010	2898	610	1144	152	769
220.2912767820	2900	610	1143	152	769
220.7631736090	2900	610	1143	152	769
221.2349112350	2900	610	1144	76	769
221.7065727660	2898	610	1144	152	769
222.1781401540	2898	610	1144	152	769
222.6497575570	2898	610	1144	152	769
223.1219436940	2898	610	1143	152	769
223.5930908910	2898	610	1144	152	769
224.0648099900	2898	610	1144	152	769
224.5364357450	2898	610	1144	152	769
225.0087303620	2898	610	1144	152	769
225.4796481830	2937	610	1143	152	769
225.9512359540	2937	610	1143	152	769
226.4234758200	2937	610	1144	152	769
226.8945622160	2898	610	1144	152	769
227.3662225950	2898	534	1144	152	769
227.8379173420	2900	610	1144	152	769
228.3095355460	2900	610	1144	152	769
228.7816097470	2898	610	1144	152	769
229.2527090080	2898	610	1144	152	769
229.7242113720	2900	610	1144	152	769
230.1959880380	2898	610	1144	152	769
230.6679083840	2898	610	1144	152	769
231.1391706530	2898	610	1144	76	769
231.6108368550	2900	610	1144	152	769
232.0825411060	2900	610	1144	152	769
232.5541572930	2898	610	1144	152	769
233.0262980230	2898	610	1144	152	769
233.4974506910	2898	610	1144	152	769
233.9703372100	3242	610	1220	152	942
