TIME	TOTAL	SOC	CPU	GPU	DDR
.0080808610	3165	610	1143	152	865
.4792701750	3280	610	838	152	903
.9515281170	3356	610	686	152	923
1.4238842660	3356	610	610	152	923
1.8959966820	3394	610	686	152	961
2.3674219400	3471	610	991	228	980
2.8386364560	3165	610	1067	152	846
3.3101205040	3089	610	1067	152	807
3.7817768430	3051	610	1143	152	788
4.2533894720	2975	610	1143	152	788
4.7254648180	2975	610	1143	152	788
5.1965167590	2975	610	1143	152	788
5.6683208510	2975	610	1143	152	788
6.1399744530	2975	610	1143	152	788
6.6120474430	2975	610	1143	152	788
7.0831649960	3013	610	1143	152	788
7.5549281090	2975	610	1143	152	788
8.0266696260	3013	610	1143	152	788
8.4987643880	2975	610	1143	152	788
8.9697110450	2975	610	1143	152	788
9.4413971790	2975	610	1143	152	788
9.9129644400	2975	610	1143	152	788
10.3846910920	2975	610	1143	152	788
10.8563135910	2975	610	1143	152	788
11.3280377850	2975	610	1143	152	788
11.8001586180	2975	610	1143	152	788
12.2711704460	2975	610	1143	152	788
12.7428979160	2975	610	1143	152	788
13.2151850580	3013	610	1143	152	788
13.6862700150	2975	610	1143	152	788
14.1578727270	2975	610	1143	152	788
14.6295677920	2975	610	1143	152	788
15.1016654150	2975	534	1143	152	788
15.5729312770	2975	610	1143	152	788
16.0443579410	3013	610	1143	152	788
16.5166235370	2975	610	1143	152	788
16.9881134060	2975	610	1143	152	788
17.4590561490	2975	610	1143	152	788
17.9307900850	2975	610	1143	152	788
18.4032680730	2975	610	1143	152	788
18.8742524590	2975	610	1143	152	788
19.3460138570	2975	610	1143	152	788
19.8175425290	2975	610	1143	152	788
20.2897548700	2975	610	1143	152	788
20.7607083250	2975	610	1143	152	788
21.2325419270	2975	610	1143	152	788
21.7040939690	2975	610	1143	152	788
22.1759798970	2975	610	1143	152	788
22.6476254480	2975	610	1143	152	788
23.1192631620	2975	610	1143	152	788
23.5910248450	2975	610	1143	152	788
24.0627364200	2975	610	1143	152	788
24.5344758050	2975	610	1143	152	788
25.0060834200	2975	610	1143	152	788
25.4776089580	2975	610	1143	152	788
25.9497153880	2975	610	1143	152	788
26.4209304090	2975	610	1143	152	788
26.8925335890	2975	610	1143	152	788
27.3647002810	3013	610	1143	152	788
27.8358093310	2975	610	1143	152	788
28.3074474290	2975	610	1143	152	788
28.7792226830	2975	610	1143	152	788
29.2506870620	2975	610	1143	152	788
29.7223561470	2975	610	1143	152	788
30.1939392510	2975	610	1143	152	788
30.6661029570	2975	610	1143	152	788
31.1376733000	2975	610	1143	152	788
31.6085858960	2975	610	1143	152	788
32.0802620990	2975	610	1143	152	788
32.5519376960	2975	610	1143	152	788
33.0236456820	2975	610	1143	152	788
33.4957771180	2975	610	1143	152	788
33.9669481260	2975	610	1143	152	788
34.4383492110	2975	610	1143	152	788
34.9101410150	2975	610	1143	152	788
35.3816517360	2975	610	1143	152	788
35.8533458840	2975	610	1143	152	788
36.3249835540	2975	610	1143	152	788
36.7969845190	2975	610	1143	152	788
37.2681183940	2937	610	1143	152	788
37.7397661220	2975	610	1143	152	788
38.2117266150	2975	610	1143	152	788
38.6833941560	2975	610	1143	152	788
39.1556803790	2975	610	1143	152	788
39.6273221020	2975	610	1143	152	788
40.0982619510	2975	610	1143	152	788
40.5699071360	2975	610	1143	152	788
41.0421308440	2975	610	1143	152	788
41.5130542530	2975	610	1143	152	788
41.9845795780	2975	610	1143	152	788
42.4562610610	2975	610	1143	152	788
42.9279357020	2975	610	1143	152	788
43.3997104050	2975	610	1143	152	788
43.8713319010	2975	610	1143	152	788
44.3430744510	2975	610	1143	152	788
44.8146412650	3013	610	1143	152	788
45.2862164640	3013	610	1143	152	788
45.7578281790	3013	610	1143	152	788
46.2296230600	3013	610	1143	152	788
46.7012647960	2975	610	1143	152	788
