TIME	TOTAL	SOC	CPU	GPU	DDR
.0120759240	4956	686	1753	838	1192
.4937386620	4804	686	1829	381	1382
.9663150910	4727	686	1981	228	1286
1.4418079800	4043	610	1906	152	961
1.9174676850	3814	610	1906	152	846
2.3928014080	3738	610	1830	152	807
2.8704923960	3699	610	1830	152	807
3.3435739410	3661	610	1830	152	788
3.8183641470	3661	610	1830	152	788
4.2934002400	3661	610	1830	152	788
4.7693986310	3661	610	1830	152	788
5.2447548820	3661	610	1830	152	788
5.7220797280	3623	610	1753	152	788
6.1956296220	3623	610	1753	152	788
6.6698660720	3661	610	1830	152	788
7.1455375210	3661	610	1830	152	788
7.6210698020	3661	610	1830	152	788
8.0969430100	3661	610	1830	152	788
8.5740597620	3661	610	1830	152	788
9.0478753180	3699	610	1830	152	807
9.5235795990	3661	610	1830	76	807
9.9978651690	3661	610	1830	152	788
10.4737662800	3699	610	1830	152	788
10.9489497320	3661	610	1830	152	788
11.4266534240	3661	610	1830	152	788
11.8997575290	3661	610	1830	152	788
12.3754729140	3661	610	1830	152	788
12.8498693630	3661	610	1830	152	788
13.3257163630	3661	610	1830	152	788
13.8011936370	3661	610	1830	152	788
14.2762603860	3661	610	1830	152	788
14.7518405720	3661	610	1830	152	788
15.2276675720	3661	610	1830	152	788
15.7018958300	3623	610	1830	152	788
16.1776258390	3661	610	1830	152	788
16.6533437830	3661	610	1830	152	788
17.1291741750	3699	610	1830	152	807
17.6044703950	3661	610	1830	152	807
18.0793630970	3661	610	1830	152	788
18.5553381600	3661	610	1830	152	788
19.0298735840	3661	610	1830	152	788
19.5057217680	3661	610	1830	152	788
19.9811468830	3661	610	1830	152	788
20.4563057600	3661	610	1830	152	788
20.9316520270	3661	610	1830	152	788
21.4093161990	3661	610	1830	152	788
21.8818766280	3661	610	1830	152	788
22.3575997570	3661	610	1830	152	788
22.8330546640	3661	610	1830	152	788
23.3085315220	3661	610	1830	152	788
23.7861484950	3661	610	1830	76	788
24.2595892710	3661	610	1830	152	788
24.7339103600	3661	610	1830	152	788
25.2094995060	3699	610	1830	152	807
25.6851936430	3661	610	1830	152	788
26.1606884540	3661	610	1830	152	788
26.6383984180	3661	610	1830	152	788
27.1112828450	3699	610	1830	152	788
27.5865916730	3852	610	1830	152	788
28.0624700650	4043	610	1830	152	788
28.5376961410	4119	610	1830	152	788
29.0129140250	4348	610	2134	152	807
29.4885111710	3890	610	1906	152	807
29.9660515690	3738	610	1830	152	788
30.4395249520	3699	610	1830	152	788
30.9138468740	3661	610	1830	152	788
31.3900193760	3661	610	1830	152	788
31.8643395380	3661	610	1830	152	788
32.3404497050	3661	610	1830	76	788
32.8152122960	3661	610	1830	152	788
33.2937654870	3699	610	1830	152	807
33.7691053550	3661	610	1830	76	807
34.2444881980	3661	610	1830	152	788
34.7197565780	3661	610	1830	152	788
35.1955170510	3661	610	1830	152	788
35.6698089260	3661	610	1830	152	788
36.1453604080	3661	610	1830	152	788
36.6208966900	3661	610	1830	152	788
37.0962046220	3661	610	1830	152	788
37.5714889060	3661	610	1830	152	788
38.0462927450	3661	610	1830	152	788
38.5215242940	3699	610	1830	152	788
38.9971674240	3661	610	1830	152	788
39.4729700400	3661	610	1830	152	788
39.9502969040	3699	610	1830	152	788
40.4245287140	3699	610	1830	76	788
40.9017933700	3699	610	1830	76	807
41.3754303040	3699	610	1830	152	807
41.8501367040	3661	610	1830	152	788
42.3263481510	3661	610	1830	152	788
42.8015324670	3661	610	1830	152	788
43.2764799860	3661	610	1830	152	788
43.7515914070	3661	610	1830	152	788
44.2273219600	3661	610	1830	152	788
44.7019362010	3661	610	1830	152	788
45.1775947550	3699	610	1830	152	788
45.6529650220	3699	610	1830	152	788
46.1282326030	3661	610	1830	152	788
46.6036048860	3699	610	1830	152	788
47.0794572950	3661	610	1830	152	788
47.5536975540	3661	610	1830	152	788
48.0292699000	3661	610	1830	152	788
48.5047567110	3661	610	1830	152	788
48.9779868330	3738	610	1830	152	807
49.4591740880	3699	610	1830	152	807
49.9327487190	3699	610	1830	152	807
50.4100755500	3661	610	1830	152	788
50.8835476860	3661	610	1830	152	788
51.3580771910	3661	610	1830	152	788
51.8353183270	3661	610	1830	152	788
52.3094037070	3661	610	1830	152	788
52.7848439590	3661	610	1830	152	788
53.2621313660	3661	610	1830	152	788
53.7355776470	3661	610	1830	152	788
54.2103486860	3661	610	1830	152	788
54.6855926510	3661	610	1830	152	788
55.1613593000	3661	610	1830	152	788
55.6365408330	3661	610	1830	152	788
56.1138197930	3661	610	1830	152	788
56.5873578810	3661	610	1830	152	788
57.0620316730	3699	610	1830	152	807
57.5378268990	3699	610	1830	152	807
58.0132115340	3661	610	1830	152	788
58.4888780570	3699	610	1830	152	788
58.9662454640	3661	610	1830	152	788
59.4391683550	3661	610	1830	152	788
59.9140966740	3699	610	1830	152	788
60.3894060470	3699	610	1830	152	788
60.8652342640	3661	610	1830	152	788
61.3405941640	3661	610	1830	152	788
61.8180177310	3661	610	1830	152	788
62.2916531300	3661	610	1830	152	788
62.7660316930	3661	610	1830	152	788
63.2415508560	3661	610	1830	152	788
63.7169381160	3661	610	1830	152	788
64.1925013430	3661	610	1830	152	788
64.6700523330	3661	610	1830	152	788
65.1434060700	3699	610	1830	152	807
65.6187656820	3699	610	1830	152	807
66.0933517950	3661	610	1830	152	788
66.5693094200	3661	610	1830	152	788
67.0445099290	3661	610	1830	152	788
67.5218897840	3661	610	1830	152	788
67.9954231040	3661	610	1830	152	788
68.4698436510	3661	610	1830	152	788
68.9454682530	3661	610	1830	152	788
69.4208174020	3661	610	1830	152	788
69.8962394780	3661	610	1830	152	788
70.3716644650	3661	610	1830	152	788
70.8475842340	3699	610	1830	152	788
71.3217266700	3738	610	1830	152	788
71.7980559090	3699	610	1830	152	788
72.2729799080	3661	610	1830	152	788
72.7503659390	3661	610	1830	152	788
73.2236273890	3699	610	1830	152	807
73.6992787760	3661	610	1830	152	788
74.1737951610	3699	610	1830	152	788
74.6498969770	3661	610	1830	152	788
75.1246705450	3661	610	1830	152	788
75.6018936660	3661	610	1830	152	788
76.0752951790	3661	610	1830	152	788
76.5498490680	3661	610	1830	152	788
77.0256054780	3699	610	1830	152	788
77.5008773790	3661	610	1830	76	788
77.9762763840	3661	610	1830	152	788
78.4515929240	3661	610	1830	152	788
78.9274221660	3661	610	1830	152	788
79.4015947140	3661	610	1830	152	788
79.8774122760	3699	610	1830	152	788
80.3526887530	3661	610	1830	152	788
80.8300574410	3661	610	1830	152	788
81.3037690640	3699	610	1830	152	807
81.7791835240	3699	610	1830	152	807
82.2539440040	3661	610	1830	152	788
82.7293806410	3699	610	1830	152	788
83.2051492750	3661	610	1830	152	788
83.6810018440	3661	610	1830	76	788
84.1580313340	3661	610	1830	152	788
84.6334608020	3661	610	1830	152	788
85.1058630260	3661	610	1830	152	788
85.5816602680	3661	610	1830	152	788
86.0572526790	3661	610	1830	152	788
86.5323356850	3661	610	1830	152	788
87.0074543400	3699	610	1830	152	788
87.4825845460	3699	610	1830	152	788
