TIME	TOTAL	SOC	CPU	GPU	DDR
.0096742270	2556	534	534	305	788
.4805492080	2365	534	457	228	788
.9537071220	2365	534	457	152	826
1.4263156950	2098	534	457	152	673
1.8986257080	2289	534	457	152	788
2.3706122030	2098	534	457	152	653
2.8428119760	1946	457	457	152	519
3.3160551360	1831	457	457	152	461
3.7876653430	1793	457	457	152	442
4.2607190310	1793	457	457	152	442
4.7323547730	1831	457	457	152	442
5.2045113760	1831	457	457	152	442
5.6772524250	1869	457	457	152	442
6.1494862430	1831	457	457	152	442
6.6220172750	1831	457	457	152	442
7.0943907080	1793	457	457	152	442
7.5673108580	1793	457	457	152	442
8.0388719100	1831	457	457	152	442
8.5109206710	1831	457	457	152	442
8.9835997970	1831	457	457	152	442
9.4560061870	1831	457	457	152	442
9.9283844500	1831	457	457	152	442
10.4014141640	1793	457	457	152	442
10.8729500940	1793	457	457	152	442
11.3452264360	1793	457	457	152	442
11.8184232210	1793	457	457	152	442
12.2898987330	1793	457	457	152	442
12.7621957140	1793	457	457	152	442
13.2353084980	1831	457	457	152	442
13.7067817380	1831	457	457	152	442
14.1798681850	1831	457	457	152	442
14.6511348650	1831	457	457	152	442
15.1236587220	1831	457	457	152	423
15.5966358570	1831	457	457	152	423
16.0681937340	1869	457	457	152	423
16.5402668720	1831	457	457	152	423
17.0133808690	1831	457	457	152	423
17.4848149380	1831	457	457	152	423
17.9570950180	1831	457	457	152	423
18.4295732410	1831	457	457	152	423
18.9017059930	1831	457	457	152	423
19.3738799610	1793	457	457	152	423
19.8461732870	1793	457	457	152	423
20.3186477000	1793	457	457	152	423
20.7908896030	1793	457	457	152	423
21.2629230890	1793	457	457	152	423
21.7350990390	1793	457	457	152	423
22.2083692550	1793	457	457	152	423
22.6798874150	1793	457	457	152	423
23.1521983060	1793	457	457	152	423
23.6244211020	1793	457	457	152	423
24.0967122490	1831	457	457	152	423
24.5689487090	1831	457	457	152	423
25.0419202040	1831	457	457	152	442
25.5132735620	1831	457	457	152	423
25.9857864350	1793	457	457	152	423
26.4581541870	1793	457	457	152	442
26.9310723690	1793	457	457	152	423
27.4024671340	1793	457	457	152	423
27.8748510780	1793	457	457	152	423
28.3469218060	1793	457	457	152	423
28.8191520860	1793	457	457	152	423
29.2915938520	1793	457	457	152	423
29.7638775390	1831	457	457	152	423
30.2360868250	1831	457	457	152	423
30.7082192480	1831	457	457	152	423
31.1816660950	2136	457	457	152	423
31.6536116700	2251	457	457	152	423
32.1259470350	2480	457	610	152	442
32.5994496250	2098	457	534	152	442
33.0717864930	1908	457	457	152	442
33.5441316160	1831	457	457	152	423
34.0166663700	1793	457	457	152	423
34.4888825330	1831	457	457	152	423
34.9609666320	1831	457	457	152	423
35.4336739920	1869	457	457	152	423
35.9059659620	1793	457	457	152	423
36.3782492270	1793	457	457	152	423
36.8504386050	1793	457	457	152	423
37.3235189210	1793	457	457	152	423
37.7946620310	1793	457	457	152	423
38.2672207180	1793	457	457	152	423
38.7403386010	1793	457	457	152	442
39.2121202020	1793	457	457	152	423
39.6840586990	1831	457	457	152	423
40.1570455420	1831	457	457	152	423
40.6284666320	1831	457	457	152	423
41.1018032640	1869	457	457	152	423
41.5741163170	1831	457	457	152	423
42.0454616950	1831	457	457	152	423
42.5178921540	2060	457	457	152	442
42.9901940060	1908	457	457	152	442
43.4625279540	1869	457	457	152	423
43.9348153410	1869	457	457	152	423
44.4070056730	1831	457	457	152	423
44.8803434220	1831	457	457	152	423
45.3518781400	1831	457	457	152	423
45.8241925980	1831	457	457	152	423
46.2964632470	1831	457	457	152	423
46.7686280090	1831	457	457	152	423
47.2417494380	1984	457	457	152	423
47.7130632270	1908	457	457	152	423
48.1854249140	1869	457	457	152	423
48.6575478830	1831	457	457	152	423
49.1298146900	1831	457	457	152	423
49.6020317700	1831	457	457	152	423
50.0743708000	1831	457	457	152	423
50.5473158430	1831	457	457	152	442
51.0189116120	1831	457	457	152	423
51.4910372980	1831	457	457	152	423
51.9634114630	1831	457	457	152	423
52.4360236420	1831	457	457	152	423
52.9081174550	1831	457	457	152	442
53.3810108160	1831	457	457	152	423
53.8524499440	1831	457	457	152	423
54.3249221220	1831	457	457	152	423
54.7971615020	1869	457	457	152	423
55.2701106050	1831	457	457	152	423
55.7414624040	1831	457	457	152	423
56.2140037960	1831	457	457	152	423
56.6868252190	1831	457	457	152	423
57.1583144880	1793	457	457	152	423
57.6306703450	1831	457	457	152	423
58.1029695930	1793	457	457	152	423
58.5749276590	1793	457	457	152	423
59.0475010170	1793	457	457	152	423
59.5203507260	1793	457	457	152	423
59.9919331120	1793	457	457	152	423
60.4642550460	1793	457	457	152	423
60.9363244700	1793	457	457	152	423
61.4087871070	1793	457	457	152	423
61.8811522400	1793	457	457	152	423
62.3533724770	1793	457	457	152	442
62.8260036890	1793	457	457	152	423
63.2984545800	1831	457	457	152	423
63.7698927730	1793	457	457	152	423
64.2422452320	1793	457	457	152	423
64.7144079000	1793	457	457	152	423
65.1873523560	1831	457	457	152	423
65.6586060680	1831	457	457	152	423
66.1308894700	1831	457	457	152	423
66.6039418600	1793	457	457	152	423
67.0753277940	1793	457	457	152	423
67.5481806970	1793	457	457	152	423
68.0206384650	1793	457	457	152	423
68.4927173860	1793	457	457	152	423
68.9648510910	1793	457	457	152	423
69.4378777520	1793	457	457	152	423
69.9093481310	1793	457	457	152	423
70.3815470510	1831	457	457	152	423
70.8542941270	1831	457	457	152	423
71.3258780090	1831	457	457	152	423
71.7987821080	1831	457	457	152	423
72.2702381500	1831	457	457	152	423
72.7425923630	1869	457	457	152	423
73.2147639210	1831	457	457	152	423
73.6877108350	1869	457	457	152	423
74.1593957700	1869	457	457	152	442
74.6324597380	1869	457	457	152	442
75.1038816660	1831	457	457	152	423
75.5762585330	1831	457	457	152	423
76.0485233680	1831	457	457	152	423
76.5206618030	1831	457	457	152	423
76.9928865420	1831	457	457	152	423
77.4651338400	1831	457	457	152	423
77.9374294900	1831	457	457	152	423
78.4100368490	1831	457	457	152	423
78.8817938130	1831	457	457	152	423
79.3538886940	1831	457	457	152	423
79.8262011100	1869	457	457	152	423
80.2992270270	1793	457	457	152	423
80.7705810790	1793	457	457	152	423
81.2427578140	1793	457	457	152	423
81.7158853290	1793	457	457	152	423
82.1873877640	1793	457	457	152	423
82.6597274100	1793	457	457	152	423
83.1327238840	1793	457	457	152	423
83.6042602690	1793	457	457	152	423
84.0763031150	1831	457	457	152	423
84.5494144360	1831	457	457	152	423
85.0209814760	1831	457	457	152	442
85.4932173440	1869	457	457	152	423
85.9654876760	1869	457	457	152	423
86.4384577160	1869	457	457	152	442
86.9100001790	1831	457	457	152	423
87.3823693260	1831	457	457	152	423
87.8546855120	1831	457	457	152	423
88.3268987540	1831	457	457	152	423
88.7993456910	1831	457	457	152	423
89.2722970090	1831	457	457	152	423
89.7436105110	1831	457	457	152	423
90.2160066310	1831	457	457	152	423
90.6883101120	1831	457	457	152	423
91.1605967280	1831	457	457	152	423
91.6330815190	1831	457	457	152	423
92.1061276180	1831	457	457	152	423
92.5775180460	1831	457	457	152	423
93.0496546130	1831	457	457	152	423
93.5229089030	1831	457	457	152	423
93.9946176960	1831	457	457	152	423
94.4704667560	1831	457	457	152	423
94.9386638530	1831	457	457	152	423
95.4117690220	1831	457	457	152	423
95.8841768510	1793	457	457	152	423
96.3555777710	1793	457	457	152	423
96.8277378560	1793	457	457	152	423
97.3000953150	1793	457	457	152	423
97.7724592060	1793	457	457	152	423
98.2448230650	1831	457	457	152	461
98.7170665080	1831	457	457	152	461
99.1896618530	1831	457	457	152	442
99.6623947330	1831	457	457	152	442
100.1338708180	1831	457	457	152	442
100.6061752520	1831	457	457	152	442
101.0791228490	1831	457	457	152	442
101.5505923740	1793	457	457	152	442
102.0231723250	1831	457	457	152	442
102.4956652040	1793	457	457	152	442
102.9680190760	1793	457	457	152	442
103.4403532670	1793	457	457	152	442
103.9125971220	1793	457	457	152	442
104.3855446860	1793	457	457	152	442
104.8578373720	1831	457	457	152	442
105.3300732260	1831	457	457	152	442
105.8024783280	1869	457	457	152	442
106.2748275890	1831	457	457	152	442
106.7472045610	1831	457	457	152	442
107.2194507180	1869	457	457	152	442
107.6930491240	1869	457	457	152	442
108.1643305490	1831	457	457	152	442
108.6367306570	1831	457	457	152	442
109.1092094510	1793	457	457	152	442
109.5815640220	1793	457	457	152	442
110.0546296290	1793	457	457	152	442
110.5260494520	1831	457	457	152	442
110.9982510300	1793	457	457	152	442
111.4711317090	1793	457	457	152	423
111.9432387280	1793	457	457	152	423
112.4147150290	1793	457	457	152	423
112.8867932470	1793	457	457	152	423
113.3600270430	1793	457	457	152	423
113.8313623200	1793	457	457	152	423
114.3035796720	1793	457	457	152	423
114.7767354840	1793	457	457	152	423
115.2482645180	1831	457	457	152	423
115.7203949260	1869	457	457	152	423
116.1935032810	1831	457	457	152	423
116.6649901390	1793	457	457	152	423
117.1371906900	1793	457	457	152	423
117.6093693200	1793	457	457	152	423
118.0822880420	1793	457	457	152	423
118.5536892040	1793	457	457	152	423
119.0258564090	1793	457	457	152	423
119.4982307490	1793	457	457	152	423
119.9706121280	1793	457	457	152	423
120.4432241950	1793	457	457	152	423
120.9156016060	1793	457	457	152	423
121.3870964290	1793	457	457	152	423
121.8600663800	1793	457	457	152	423
122.3316558260	1831	457	457	152	442
122.8038498770	1793	457	457	152	423
123.2762185500	1793	457	457	152	423
123.7482727290	1793	457	457	152	423
124.2215387410	1793	457	457	152	423
124.6930556420	1793	457	457	152	423
125.1654645700	1793	457	457	152	423
125.6375865230	1793	457	457	152	423
126.1100658820	1793	457	457	152	423
126.5822070350	1793	457	457	152	423
127.0550802470	1793	457	457	152	423
127.5265516420	1793	457	457	152	423
127.9986802500	1793	457	457	152	423
128.4719615230	1793	457	457	152	423
128.9433458140	1793	457	457	152	423
129.4155235080	1793	457	457	152	423
129.8884784460	1793	457	457	152	423
130.3608539950	1793	457	457	152	423
130.8322620600	1793	457	457	152	423
131.3042760100	1793	457	457	152	423
131.7770128360	1793	457	457	152	423
132.2492810880	1793	457	457	152	423
132.7217169870	1793	457	457	152	423
133.1938948070	1793	457	457	152	423
133.6660581620	1793	457	457	152	423
134.1385423480	1831	457	457	152	461
134.6106374150	1793	457	457	152	442
135.0831355840	1793	457	457	152	423
135.5554802500	1831	457	457	152	423
136.0277048840	1831	457	457	152	423
136.4999052930	1831	457	457	152	423
136.9722054460	1831	457	457	152	423
137.4442800000	1831	457	457	152	423
137.9169255260	1831	457	457	152	423
138.3898919780	1831	457	457	152	423
138.8613385020	1831	457	457	152	423
139.3335271340	1831	457	457	152	423
139.8064660020	1831	457	457	152	423
140.2787681680	1831	457	457	152	423
140.7509220160	1831	457	457	152	423
141.2221278030	1831	457	457	152	423
141.6944639530	1831	457	457	152	423
142.1674520980	1831	457	457	152	423
142.6390401230	1831	457	457	152	423
143.1114601750	1831	457	457	152	423
143.5836939240	1831	457	457	152	423
144.0559308730	1831	457	457	152	423
144.5282705080	1831	457	457	152	423
145.0004947840	1831	457	457	152	442
145.4730547700	1831	457	457	152	423
145.9453435570	1831	457	457	152	423
146.4175976880	1831	457	457	152	442
146.8898069230	1793	457	457	152	423
147.3620878370	1793	457	457	152	423
147.8343339990	1793	457	457	152	423
148.3066130570	1793	457	457	152	423
148.7786327550	1793	457	457	152	423
149.2517369920	1793	457	457	152	423
149.7238936170	1793	457	457	152	423
150.1955592690	1793	457	457	152	423
150.6684753780	1793	457	457	152	423
151.1410804480	2098	457	457	152	423
151.6123138770	2213	457	457	152	423
152.0858450850	2404	457	534	152	442
152.5588278170	2136	457	534	152	442
153.0311249510	1908	457	457	152	442
153.5034127410	1831	457	457	152	423
153.9757272190	1793	457	457	152	423
154.4481061760	1793	457	457	152	423
154.9209773870	1793	457	457	152	423
155.3924503000	1793	457	457	152	423
155.8648597840	1793	457	457	152	423
156.3377938730	1793	457	457	152	423
156.8098841260	1793	457	457	152	423
157.2813195980	1793	457	457	152	423
157.7535941700	1793	457	457	152	423
158.2267181770	1793	457	457	152	442
158.6980614890	1793	457	457	152	423
159.1702618520	1793	457	457	152	423
159.6431539550	1793	457	457	152	423
160.1146011060	1793	457	457	152	423
160.5868950670	1831	457	457	152	423
161.0592988200	1793	457	457	152	423
161.5315518540	1793	457	457	152	423
162.0039364060	1793	457	457	152	423
162.4761753270	1793	457	457	152	423
162.9481430810	1793	457	457	152	423
163.4214761720	1793	457	457	152	423
163.8932003740	1793	457	457	152	423
164.3653911020	1793	457	457	152	423
164.8382061150	1793	457	457	152	423
165.3096396620	1793	457	457	152	423
165.7819998920	1831	457	457	152	423
166.2548735270	1793	457	457	152	423
166.7265229770	1793	457	457	152	423
167.1986931590	1831	457	457	152	423
167.6716341850	1831	457	457	152	423
168.1430764660	1831	457	457	152	423
168.6153432550	1831	457	457	152	423
169.0875709720	1831	457	457	152	423
169.5598858880	1831	457	457	152	423
170.0343663290	1831	457	457	152	442
170.5105630170	1793	457	457	152	423
170.9827483970	1793	457	457	152	423
171.4549736170	1793	457	457	152	423
171.9279534240	1793	457	457	152	423
172.3992234160	1831	457	457	152	423
172.8723649820	1831	457	457	152	423
173.3437216920	1831	457	457	152	423
173.8166652110	1831	457	457	152	423
174.2882110400	1831	457	457	152	423
174.7603256980	1831	457	457	152	423
175.2326682260	1831	457	457	152	423
175.7048794590	1831	457	457	152	423
176.1770710760	1793	457	457	152	423
176.6499113610	1793	457	457	152	423
177.1221107530	1793	457	457	152	423
177.5934492530	1793	457	457	152	423
178.0656563890	1793	457	457	152	423
178.5378880360	1793	457	457	152	423
179.0107351350	1793	457	457	152	423
179.4821261140	1793	457	457	152	423
179.9543659520	1793	457	457	152	423
180.4267319020	1793	457	457	152	423
180.8988399000	1793	457	457	152	423
181.3720300690	1793	457	457	152	423
181.8465012230	1831	457	457	152	461
182.3255563210	1831	457	457	152	442
182.8003943530	1793	457	457	152	442
183.2726096770	1793	457	457	152	423
183.7447144420	1793	457	457	152	423
184.2168704370	1793	457	457	152	423
184.6888581140	1793	457	457	152	423
185.1614008280	1831	457	457	152	423
185.6335786470	1831	457	457	152	423
186.1058395050	1831	457	457	152	423
186.5786890330	1831	457	457	152	423
187.0501263420	1831	457	457	152	423
187.5226280630	1831	457	457	152	423
187.9945695620	1831	457	457	152	423
188.4667634750	1831	457	457	152	423
188.9392552750	1831	457	457	152	423
189.4115357150	1831	457	457	152	423
189.8837390360	1831	457	457	152	423
190.3567558240	1831	457	457	152	423
190.8282372590	1831	457	457	152	423
191.3002581480	1831	457	457	152	423
191.7725838670	1793	457	457	152	423
192.2455166540	1793	457	457	152	423
192.7169034010	1793	457	457	152	423
193.1890523200	1831	457	457	152	423
193.6613322780	1831	457	457	152	423
194.1482227540	1946	457	457	152	480
194.6226459320	1869	457	457	152	442
195.0947999380	1831	457	457	152	442
195.5679417790	1869	457	457	152	442
196.0394283630	1869	457	457	152	442
196.5117572790	1831	457	457	152	442
196.9840996350	1831	457	457	152	442
197.4562721670	1869	457	457	152	442
197.9291655590	1869	457	457	152	442
198.4010687800	1869	457	457	152	442
198.8733584310	1869	457	457	152	442
199.3456133620	1831	457	457	152	442
199.8179557480	1831	457	457	152	442
200.2902569820	1831	457	457	152	442
200.7624741840	1793	457	457	152	442
201.2355634450	1793	457	457	152	442
201.7077446470	1831	457	457	152	442
202.1795584900	1793	457	457	152	442
202.6525318480	1793	457	457	152	442
203.1241829070	1793	457	457	152	442
203.5970624400	1793	457	457	152	442
204.0686436440	1793	457	457	152	442
204.5408254520	1793	457	457	152	442
205.0138212400	1831	457	457	152	442
205.4854217060	1831	457	457	152	442
207.0848913870	2022	457	457	152	480
