case,GPU_NO,Runtime
case3,1,2276.88
case3,1,2279.32
case3,1,2279.37
case3,1,2278.81
case3,1,2280.01
case3,1,2278.84
case3,1,2279.25
case3,1,2280.12
case3,1,2279.96
case3,1,2278.07
case3,1,2279.61
case3,1,2280.14
case3,1,2280.68
case3,1,2279.05
case3,1,2279.66
case3,1,2280.42
case3,1,2280.96
case3,1,2280.28
case3,1,2279.23
case3,1,2280.28
case3,1,2279.71
case3,1,2279.34
case3,1,2280.05
case3,1,2280.07
case3,1,2280.21
case3,1,2280.51
case3,1,2280.01
case3,1,2280.22
case3,1,2279.44
case3,1,2280.03
case3,1,2280.35
case3,1,2279.46
case3,1,2280.11
case3,1,2279.17
case3,1,2280.51
case3,1,2281.05
case3,1,2278.37
case3,1,2280.66
case3,1,2278.22
case3,1,2280.32
case3,1,2279.85
case3,1,2277.26
case3,1,2280.84
case3,1,2278.37
case3,1,2280.56
case3,1,2279.09
case3,1,2279.67
case3,1,2280.93
case3,1,2279.81
case3,1,2278.86
case3,1,2279.66
case3,1,2280.68
case3,1,2279.25
case3,1,2277.83
case3,1,2279.53
case3,1,2280.12
case3,1,2280.33
case3,1,2279.56
case3,1,2280.32
case3,1,2280.42
case3,1,2279.47
case3,1,2278.42
case3,1,2279.03
case3,1,2279.96
case3,1,2279.17
case3,1,2280.05
case3,1,2280.56
case3,1,2280.18
case3,1,2280.45
case3,1,2239.8
case3,1,2244.89
case3,1,2247.61
case3,1,2260.23
case3,1,2260.48
case3,1,2262.51
case3,1,2262.32
case3,1,2263.16
case3,1,2263.43
case3,1,2265.94
case3,1,2266.77
case3,1,2266.69
case3,1,2266.67
case3,1,2266.95
case3,1,2267.11
case3,1,2267.32
case3,1,2268.48
case3,1,2271.87
case3,1,2276.05
case3,1,2273.34
case3,1,2274.75
case3,1,2277.02
case3,1,2279.09
case3,1,2274.77
case3,1,2277.9
case3,1,2276.19
case3,1,2276.66
case3,1,2278.35
case3,1,2278.37
case3,1,2277.9
case3,1,2279.34
case3,1,2279.69
case3,1,2277.27
case3,1,2278.64
case3,1,2278.87
case3,1,2278.4
case3,1,2279.85
case3,1,2277.63
case3,1,2278.98
case3,1,2276.6
case3,1,2279.59
case3,1,2279.9
case3,1,2280.38
case3,1,2279.51
case3,1,2278.37
case3,1,2280.48
case3,1,2279.35
case3,1,2277.87
case3,1,2279.67
case3,1,2280.18
case3,1,2279.07
case3,1,2280.25
case3,1,2280.63
case3,1,2279.73
case3,1,2279.32
case3,1,2279.3
case3,1,2280.48
case3,1,2280.69
case3,1,2280.11
case3,1,2280.62
case3,1,2280.19
case3,1,2279.94
case3,1,2279.66
case3,1,2279.73
case3,1,2279.02
case3,1,2278.43
case3,1,2280.16
case3,1,2279.34
case3,1,2280.35
case3,1,2281.25
case3,1,2279.77
case3,1,2280.28
case3,1,2279.55
case3,1,2279.97
case3,1,2280.36
case3,1,2279.67
case3,1,2279.1
case3,1,2279.24
case3,1,2280.42
case3,1,2277.76
case3,1,2280.28
case3,1,2281.32
case3,1,2279.68
case3,1,2280.22
case3,1,2280.9
case3,1,2281.38
case3,1,2280.56
case3,1,2279.31
case3,1,2280.74
case3,1,2280.5
case3,1,2280.25
case3,1,2279.83
case3,1,2280.42
case3,1,2280.74
case3,1,2279.86
case3,1,2281.6
case3,1,2280.81
case3,1,2278.38
case3,1,2280.66
case3,1,2279.76
case3,1,2215.8
case3,1,2223.12
case3,1,2224.5
case3,1,2225.25
case3,1,2236.85
case3,1,2242.4
case3,1,2245
case3,1,2245.33
case3,1,2250.52
case3,1,2259.66
case3,1,2260.11
case3,1,2261.36
case3,1,2263.52
case3,1,2268.47
case3,1,2276.73
case3,1,2277.93
case3,1,2280.62
case3,1,2281.71
case3,1,2285.18
case3,1,2287.38
case3,1,2287.58
case3,1,2290.5
case3,1,2290.99
case3,1,2298.44
case3,1,2300.55
case3,1,2302.22
case3,1,2304.06
case3,1,2302.95
case3,1,2303.23
case3,1,2300.28
case3,1,2300.69
case3,1,2301.45
case3,1,2296.32
case3,1,2295.95
case3,1,2290.61
case3,1,2291.79
case3,1,2290.2
case3,1,2286.71
case3,1,2287.79
case3,1,2286.95
case3,1,2286.86
case3,1,2285.64
case3,1,2284.65
case3,1,2285.22
case3,1,2284.8
case3,1,2283.9
case3,1,2284.71
case3,1,2279.48
case3,1,2283.49
case3,1,2278.13
case3,1,2274.17
case3,1,2280.49
case3,1,2280.33
case3,1,2277.25
case3,1,2279.77
case3,1,2276.73
case3,1,2275.85
case3,1,2278.52
case3,1,2275.46
case3,1,2276.45
case3,1,2276.48
case3,1,2276.27
case3,1,2277.55
case3,1,2275.16
case3,1,2275.27
case3,1,2273.47
case3,1,2272.91
case3,1,2276.68
case3,1,2275.48
case3,1,2274.67
case3,1,2275.12
case3,1,2274.94
case3,1,2276.4
case3,1,2274.01
case3,1,2274.13
case3,1,2276.13
case3,1,2275.44
case3,1,2275.67
case3,1,2276.48
case3,1,2276.42
case3,1,2276.28
case3,1,2274.51
case3,1,2275.87
case3,1,2276.28
case3,1,2276.17
case3,1,2275.94
case3,1,2275.7
case3,1,2276.15
case3,1,2275.17
case3,1,2275.72
case3,1,2274.44
case3,1,2276.44
case3,1,2275.77
case3,1,2275.8
case3,1,2270.22
case3,1,2275.36
case3,1,2272.11
case3,1,2274.85
case3,1,2276.78
case3,1,2275.98
case2,0,2243.23
case2,0,2247.27
case2,0,2246.65
case2,0,2253.12
case2,0,2257.55
case2,0,2266.28
case2,0,2267.75
case2,0,2267.05
case2,0,2269.22
case2,0,2280.07
case2,0,2284.68
case2,0,2289.6
case2,0,2290.23
case2,0,2294.24
case2,0,2304.13
case2,0,2305.81
case2,0,2306.85
case2,0,2309.36
case2,0,2310.01
case2,0,2318.66
case2,0,2324.25
case2,0,2328.7
case2,0,2330.51
case2,0,2330.61
case2,0,2331.1
case2,0,2331.49
case2,0,2333.51
case2,0,2336.07
case2,0,2336.04
case2,0,2337
case2,0,2337.48
case2,0,2339.03
case2,0,2338.84
case2,0,2338.66
case2,0,2337.29
case2,0,2339.64
case2,0,2336.18
case2,0,2337.71
case2,0,2336.13
case2,0,2336.41
case2,0,2336.07
case2,0,2335.9
case2,0,2336.69
case2,0,2335.97
case2,0,2336.44
case2,0,2336.69
case2,0,2336.05
case2,0,2335.7
case2,0,2335.84
case2,0,2335.9
case2,0,2334.61
case2,0,2333.5
case2,0,2332.99
case2,0,2331.73
case2,0,2330.46
case2,0,2327.82
case2,0,2325.91
case2,0,2324.84
case2,0,2325.19
case2,0,2323.69
case2,0,2327.35
case2,0,2324.24
case2,0,2323.21
case2,0,2318.57
case2,0,2323.59
case2,0,2324.06
case2,0,2318.95
case2,0,2323.44
case2,0,2322.07
case2,0,2323.54
case2,0,2316.58
case2,0,2323.52
case2,0,2318.23
case2,0,2316.34
case2,0,2322.49
case2,0,2319.48
case2,0,2318.32
case2,0,2324.21
case2,0,2317.5
case2,0,2322.42
case2,0,2321.89
case2,0,2323.91
case2,0,2318.68
case2,0,2319.57
case2,0,2315.81
case2,0,2322.51
case2,0,2323.06
case2,0,2316.91
case2,0,2315.77
case2,0,2318.11
case2,0,2323.31
case2,0,2318.25
case2,0,2318.84
case2,0,2318.27
case2,0,2320.46
case2,0,2322.82
case2,0,2317.24
case2,0,2323.48
case2,0,2322.04
case2,0,2322.69
case2,0,2287.08
case2,0,2289.09
case2,0,2290.72
case2,0,2300.3
case2,0,2306.09
case2,0,2306.58
case2,0,2307.03
case2,0,2306.11
case2,0,2307
case2,0,2310.6
case2,0,2311.31
case2,0,2309.59
case2,0,2310.31
case2,0,2313.04
case2,0,2312.61
case2,0,2312.77
case2,0,2313.37
case2,0,2312.98
case2,0,2313.97
case2,0,2314.34
case2,0,2314.4
case2,0,2312.76
case2,0,2321.12
case2,0,2323.64
case2,0,2325.72
case2,0,2323.95
case2,0,2323.53
case2,0,2327.62
case2,0,2325.94
case2,0,2329.21
case2,0,2328.7
case2,0,2327.64
case2,0,2324.7
case2,0,2328.36
case2,0,2328.52
case2,0,2328.02
case2,0,2328.75
case2,0,2328.72
case2,0,2329.05
case2,0,2328.94
case2,0,2327.62
case2,0,2327.66
case2,0,2328.09
case2,0,2328.52
case2,0,2328.49
case2,0,2329.18
case2,0,2327.74
case2,0,2327.74
case2,0,2328.18
case2,0,2328.28
case2,0,2330.05
case2,0,2328.49
case2,0,2328.88
case2,0,2329.19
case2,0,2329.18
case2,0,2327.69
case2,0,2327.63
case2,0,2329.53
case2,0,2328.08
case2,0,2328.12
case2,0,2328.5
case2,0,2328.68
case2,0,2328.81
case2,0,2329.16
case2,0,2328.96
case2,0,2329.56
case2,0,2329.85
case2,0,2328.08
case2,0,2328.28
case2,0,2328.19
case2,0,2328.92
case2,0,2328.74
case2,0,2329.61
case2,0,2327.86
case2,0,2328.49
case2,0,2330.24
case2,0,2330.25
case2,0,2330.11
case2,0,2330.5
case2,0,2328.75
case2,0,2328.84
case2,0,2329.08
case2,0,2329.37
case2,0,2329.81
case2,0,2330.26
case2,0,2327.96
case2,0,2330.03
case2,0,2328.37
case2,0,2328.77
case2,0,2329.28
case2,0,2328.96
case2,0,2329.14
case2,0,2329.71
case2,0,2329.44
case2,0,2329.21
case2,0,2329.55
case2,0,2330.04
case2,0,2331.44
case2,0,2330.54
case2,0,2329.39
case2,0,2287.44
case2,0,2306.03
case2,0,2306.34
case2,0,2308.84
case2,0,2306.9
case2,0,2309.15
case2,0,2310.94
case2,0,2309.89
case2,0,2312.35
case2,0,2313.85
case2,0,2314.12
case2,0,2315.88
case2,0,2319.55
case2,0,2324.54
case2,0,2328.16
case2,0,2328.13
case2,0,2327.87
case2,0,2327.57
case2,0,2328.79
case2,0,2328.6
case2,0,2328.46
case2,0,2328.96
case2,0,2329.21
case2,0,2329.66
case2,0,2329.96
case2,0,2329.79
case2,0,2330.55
case2,0,2330.81
case2,0,2330.77
case2,0,2329.9
case2,0,2330.44
case2,0,2330.31
case2,0,2329.66
case2,0,2330.45
case2,0,2331.06
case2,0,2330.67
case2,0,2331.35
case2,0,2331.03
case2,0,2331.08
case2,0,2330.96
case2,0,2331.28
case2,0,2331.1
case2,0,2330.94
case2,0,2330.9
case2,0,2331.4
case2,0,2331.25
case2,0,2330.96
case2,0,2332.16
case2,0,2331.24
case2,0,2331.14
case2,0,2331.14
case2,0,2330.99
case2,0,2331.24
case2,0,2331.47
case2,0,2331.37
case2,0,2331.16
case2,0,2331.17
case2,0,2330.98
case2,0,2330.9
case2,0,2331.04
case2,0,2330.98
case2,0,2330.93
case2,0,2330.84
case2,0,2331.34
case2,0,2329.77
case2,0,2332
case2,0,2329.58
case2,0,2330.06
case2,0,2330.3
case2,0,2330.28
case2,0,2330.65
case2,0,2330.78
case2,0,2330.57
case2,0,2330.65
case2,0,2330.78
case2,0,2329.6
case2,0,2329.2
case2,0,2329.7
case2,0,2329.73
case2,0,2329.86
case2,0,2330.41
case2,0,2330.89
case2,0,2330.03
case2,0,2329.24
case2,0,2330.02
case2,0,2329.93
case2,0,2330.48
case2,0,2330.72
case2,0,2330.72
case2,0,2330.45
case2,0,2328.9
case2,0,2330.39
case2,0,2330.02
case2,0,2329.3
case2,0,2329.58
case2,0,2329.89
case2,0,2329.63
case2,0,2330.64
case2,0,2330.5
case2,0,2330.4
case2,0,2288.25
case2,0,2306.69
case2,0,2306.59
case2,0,2308.52
case2,0,2309.85
case2,0,2310.54
case2,0,2311.86
case2,0,2311.6
case2,0,2312.73
case2,0,2313.26
case2,0,2313.5
case2,0,2313.57
case2,0,2312.28
case2,0,2312.88
case2,0,2313.07
case2,0,2313.49
case2,0,2314.18
case2,0,2314.11
case2,0,2312.7
case2,0,2312.83
case2,0,2313.48
case2,0,2313.72
case2,0,2313.73
case2,0,2314.32
case2,0,2312.86
case2,0,2313.09
case2,0,2315.03
case2,0,2315.35
case2,0,2316.15
case2,0,2316.6
case2,0,2313.15
case2,0,2315.34
case2,0,2313.94
case2,0,2316.29
case2,0,2316.25
case2,0,2312.9
case2,0,2315.37
case2,0,2316
case2,0,2315.02
case2,0,2313.26
case2,0,2315.15
case2,0,2313.99
case2,0,2313.85
case2,0,2316.08
case2,0,2314.47
case2,0,2314.51
case2,0,2314.95
case2,0,2313.35
case2,0,2315.44
case2,0,2314.13
case2,0,2314.68
case2,0,2315.34
case2,0,2315.15
case2,0,2313.89
case2,0,2316.1
case2,0,2316.16
case2,0,2314.88
case2,0,2314.56
case2,0,2313.82
case2,0,2315.73
case2,0,2318.02
case2,0,2314.31
case2,0,2314.92
case2,0,2315.11
case2,0,2317.61
case2,0,2314.46
case2,0,2318.21
case2,0,2314.57
case2,0,2317.66
case2,0,2318.59
case2,0,2316.43
case2,0,2315.23
case2,0,2315.1
case2,0,2315.34
case2,0,2314.23
case2,0,2314.91
case2,0,2317.84
case2,0,2315.11
case2,0,2317.85
case2,0,2315.85
case2,0,2314.54
case2,0,2315.42
case2,0,2315.24
case2,0,2316.2
case2,0,2313.96
case2,0,2314.07
case2,0,2313.22
case2,0,2317.61
case2,0,2315.34
case2,0,2313.45
case2,0,2316.08
case2,0,2317.11
case2,0,2315.11
case2,0,2314.01
case2,0,2316.21
case2,0,2314.35
case2,0,2315.05
case2,0,2315.57
case2,0,2314.16
case2,0,2316.21
case21,1,2238.71
case21,1,2244.96
case21,1,2246.38
case21,1,2247.23
case21,1,2246.95
case21,1,2247.47
case21,1,2261.74
case21,1,2262.9
case21,1,2263.01
case21,1,2262.55
case21,1,2263.02
case21,1,2263.4
case21,1,2265.26
case21,1,2267.95
case21,1,2266.63
case21,1,2267.52
case21,1,2267.23
case21,1,2267.89
case21,1,2267.45
case21,1,2267.43
case21,1,2268.56
case21,1,2267.3
case21,1,2267.62
case21,1,2267.91
case21,1,2267.5
case21,1,2267.74
case21,1,2268.7
case21,1,2267.86
case21,1,2269.21
case21,1,2267.26
case21,1,2269.04
case21,1,2267.34
case21,1,2272.04
case21,1,2279.45
case21,1,2280.03
case21,1,2280.54
case21,1,2276.81
case21,1,2276.73
case21,1,2279.29
case21,1,2280.74
case21,1,2279.53
case21,1,2278.52
case21,1,2280.39
case21,1,2280.03
case21,1,2279.02
case21,1,2279.53
case21,1,2279.71
case21,1,2279.28
case21,1,2279.84
case21,1,2280.36
case21,1,2279.94
case21,1,2279.21
case21,1,2279.83
case21,1,2280.03
case21,1,2280.72
case21,1,2278.38
case21,1,2280.67
case21,1,2279.39
case21,1,2280.61
case21,1,2279.23
case21,1,2279.56
case21,1,2280.04
case21,1,2280.01
case21,1,2280.04
case21,1,2280.49
case21,1,2279.78
case21,1,2280.1
case21,1,2279.55
case21,1,2280.23
case21,1,2280.34
case21,1,2279.83
case21,1,2280.37
case21,1,2279.42
case21,1,2279.13
case21,1,2280.78
case21,1,2279.57
case21,1,2280.39
case21,1,2279.25
case21,1,2280.09
case21,1,2280.53
case21,1,2280.49
case21,1,2280.36
case21,1,2279.72
case21,1,2280.64
case21,1,2279.55
case21,1,2279.99
case21,1,2280.89
case21,1,2279.96
case21,1,2279.8
case21,1,2281.16
case21,1,2280.08
case21,1,2281.27
case21,1,2279.75
case21,1,2279.9
case21,1,2279.17
case21,1,2278.1
case21,1,2277.72
case21,1,2279.84
case21,1,2277.74
case21,1,2277.92
case21,1,2210.84
case21,1,2222.55
case21,1,2227.18
case21,1,2242.2
case21,1,2237.41
case21,1,2240.7
case21,1,2243.36
case21,1,2253.34
case21,1,2257.51
case21,1,2258.21
case21,1,2260.32
case21,1,2262.71
case21,1,2263.31
case21,1,2264.36
case21,1,2267.03
case21,1,2268.44
case21,1,2280.61
case21,1,2279.73
case21,1,2282.27
case21,1,2283.79
case21,1,2286.51
case21,1,2287.44
case21,1,2288.57
case21,1,2290.25
case21,1,2288.89
case21,1,2289.61
case21,1,2290.55
case21,1,2289.46
case21,1,2289.66
case21,1,2289.99
case21,1,2288.85
case21,1,2290.23
case21,1,2290.65
case21,1,2289.49
case21,1,2289.91
case21,1,2290.79
case21,1,2289.57
case21,1,2289.01
case21,1,2286.36
case21,1,2286.04
case21,1,2284.22
case21,1,2283.69
case21,1,2283.17
case21,1,2280.9
case21,1,2279.9
case21,1,2280.68
case21,1,2281.28
case21,1,2280.31
case21,1,2280
case21,1,2279.4
case21,1,2277.61
case21,1,2279.86
case21,1,2276.25
case21,1,2275.86
case21,1,2277.22
case21,1,2275.46
case21,1,2276.6
case21,1,2276.41
case21,1,2277.63
case21,1,2276.52
case21,1,2275.85
case21,1,2275.59
case21,1,2274.89
case21,1,2275.57
case21,1,2276.23
case21,1,2276.02
case21,1,2274.43
case21,1,2275.57
case21,1,2276.07
case21,1,2275.13
case21,1,2275.51
case21,1,2275.54
case21,1,2275.31
case21,1,2275.3
case21,1,2275.54
case21,1,2274.56
case21,1,2277.08
case21,1,2276.32
case21,1,2276.39
case21,1,2275.36
case21,1,2275.58
case21,1,2276.74
case21,1,2275.2
case21,1,2275.3
case21,1,2277.76
case21,1,2275.31
case21,1,2276.28
case21,1,2275.3
case21,1,2275.17
case21,1,2275.48
case21,1,2276.38
case21,1,2276.58
case21,1,2275.87
case21,1,2276.09
case21,1,2276.48
case21,1,2276.39
case21,1,2274.6
case21,1,2274.82
case21,1,2276.55
case21,1,2277.06
case24,2,2223.94
case24,2,2240.13
case24,2,2240.67
case24,2,2241.02
case24,2,2242.93
case24,2,2244.2
case24,2,2244.98
case24,2,2245.21
case24,2,2249.78
case24,2,2249.69
case24,2,2251.23
case24,2,2255.05
case24,2,2258.16
case24,2,2260.11
case24,2,2261.26
case24,2,2258.88
case24,2,2262.42
case24,2,2259.12
case24,2,2262.92
case24,2,2262.37
case24,2,2263.91
case24,2,2262.72
case24,2,2263.47
case24,2,2264.08
case24,2,2264.63
case24,2,2264.7
case24,2,2264.59
case24,2,2265.8
case24,2,2264.46
case24,2,2263.98
case24,2,2265.49
case24,2,2264.47
case24,2,2265.06
case24,2,2264.3
case24,2,2263.89
case24,2,2264.03
case24,2,2264.32
case24,2,2264.82
case24,2,2264.51
case24,2,2264.52
case24,2,2264.24
case24,2,2264.52
case24,2,2266.03
case24,2,2264.79
case24,2,2263.82
case24,2,2264.67
case24,2,2265.57
case24,2,2264.2
case24,2,2265.84
case24,2,2264.65
case24,2,2266.66
case24,2,2264.82
case24,2,2265.51
case24,2,2264.82
case24,2,2266.81
case24,2,2267.61
case24,2,2266.62
case24,2,2267.61
case24,2,2266.89
case24,2,2266.19
case24,2,2264.91
case24,2,2265.96
case24,2,2266.46
case24,2,2265.82
case24,2,2266.6
case24,2,2265.91
case24,2,2266.34
case24,2,2267.45
case24,2,2266.48
case24,2,2267.34
case24,2,2266.38
case24,2,2267.27
case24,2,2266.08
case24,2,2267.11
case24,2,2266.65
case24,2,2267.1
case24,2,2266.76
case24,2,2267.26
case24,2,2266.42
case24,2,2265.15
case24,2,2264.28
case24,2,2266.73
case24,2,2264.04
case24,2,2266.63
case24,2,2267.44
case24,2,2265.12
case24,2,2265.83
case24,2,2266.42
case24,2,2267.33
case24,2,2266.63
case24,2,2267.07
case24,2,2264.6
case24,2,2265.92
case24,2,2264.55
case24,2,2265.33
case24,2,2266.44
case24,2,2265.56
case24,2,2264.61
case24,2,2264.3
case24,2,2265.07
case24,2,2214.14
case24,2,2220.14
case24,2,2224.97
case24,2,2233.54
case24,2,2235.19
case24,2,2238.76
case24,2,2235.05
case24,2,2244.08
case24,2,2242.73
case24,2,2244.89
case24,2,2249.48
case24,2,2245.97
case24,2,2251.07
case24,2,2259.27
case24,2,2260.79
case24,2,2263.15
case24,2,2267.22
case24,2,2265.51
case24,2,2266.16
case24,2,2266.89
case24,2,2268.42
case24,2,2266.93
case24,2,2268.37
case24,2,2272.78
case24,2,2269.29
case24,2,2275.08
case24,2,2278.23
case24,2,2273.3
case24,2,2273.32
case24,2,2273.46
case24,2,2270.82
case24,2,2269.61
case24,2,2268.23
case24,2,2268.65
case24,2,2267.15
case24,2,2267.38
case24,2,2266.95
case24,2,2267.47
case24,2,2266.68
case24,2,2265.91
case24,2,2265.7
case24,2,2264.24
case24,2,2263.78
case24,2,2264.09
case24,2,2265.15
case24,2,2263.35
case24,2,2262.52
case24,2,2264.69
case24,2,2262.51
case24,2,2263.32
case24,2,2262.34
case24,2,2263.67
case24,2,2263.35
case24,2,2263.16
case24,2,2262.14
case24,2,2260.74
case24,2,2263.68
case24,2,2263.58
case24,2,2262.5
case24,2,2264.06
case24,2,2264.15
case24,2,2263.85
case24,2,2262.1
case24,2,2263.71
case24,2,2261.92
case24,2,2263.59
case24,2,2261.86
case24,2,2264.25
case24,2,2262.23
case24,2,2264.01
case24,2,2263.61
case24,2,2263.6
case24,2,2262.19
case24,2,2263.2
case24,2,2262.37
case24,2,2263.4
case24,2,2261.99
case24,2,2263.01
case24,2,2264.51
case24,2,2264.25
case24,2,2263.33
case24,2,2262.49
case24,2,2263.25
case24,2,2262.5
case24,2,2263.22
case24,2,2263.04
case24,2,2261.62
case24,2,2263.01
case24,2,2262.02
case24,2,2264.13
case24,2,2261.81
case24,2,2263.75
case24,2,2263.52
case24,2,2263.2
case24,2,2261.45
case24,2,2263.6
case24,2,2264.46
case24,2,2263.58
case24,2,2263.46
case24,2,2264.83
case25,2,2225.51
case25,2,2240.03
case25,2,2240.98
case25,2,2242.24
case25,2,2242.14
case25,2,2244.98
case25,2,2244.75
case25,2,2244.09
case25,2,2246.58
case25,2,2249.64
case25,2,2247.67
case25,2,2251.44
case25,2,2252.62
case25,2,2252.99
case25,2,2256.63
case25,2,2258.36
case25,2,2256.36
case25,2,2255.1
case25,2,2259.97
case25,2,2259.47
case25,2,2256.8
case25,2,2259.83
case25,2,2260.39
case25,2,2259.8
case25,2,2263.45
case25,2,2262.09
case25,2,2261.76
case25,2,2262.68
case25,2,2262.02
case25,2,2263.39
case25,2,2260.94
case25,2,2262.19
case25,2,2261.81
case25,2,2262.52
case25,2,2262.87
case25,2,2263.31
case25,2,2261.96
case25,2,2262.73
case25,2,2261.56
case25,2,2263.24
case25,2,2261.79
case25,2,2262.69
case25,2,2263.14
case25,2,2262.74
case25,2,2263.49
case25,2,2263.89
case25,2,2262.84
case25,2,2263.68
case25,2,2262.57
case25,2,2263.37
case25,2,2263.2
case25,2,2264.66
case25,2,2262.84
case25,2,2264.55
case25,2,2262.81
case25,2,2263.29
case25,2,2263.64
case25,2,2263.42
case25,2,2263.98
case25,2,2264.09
case25,2,2263.95
case25,2,2263.53
case25,2,2263.43
case25,2,2263.6
case25,2,2263.28
case25,2,2263.48
case25,2,2264.05
case25,2,2263.11
case25,2,2263.96
case25,2,2262.99
case25,2,2265.08
case25,2,2263.4
case25,2,2263.19
case25,2,2263.12
case25,2,2264.99
case25,2,2265.31
case25,2,2263.53
case25,2,2263.62
case25,2,2262.72
case25,2,2264.3
case25,2,2263.57
case25,2,2264.72
case25,2,2263.12
case25,2,2262.97
case25,2,2264.78
case25,2,2262.99
case25,2,2264.4
case25,2,2263.84
case25,2,2264.05
case25,2,2263.85
case25,2,2263.58
case25,2,2264.71
case25,2,2264.26
case25,2,2265.46
case25,2,2264.06
case25,2,2263.82
case25,2,2263.81
case25,2,2264.52
case25,2,2263.78
case25,2,2263.45
case25,2,2214.68
case25,2,2217.85
case25,2,2220.28
case25,2,2220.75
case25,2,2233.6
case25,2,2236.74
case25,2,2239.13
case25,2,2240.56
case25,2,2241.05
case25,2,2242.54
case25,2,2244.23
case25,2,2243.93
case25,2,2257.36
case25,2,2260.49
case25,2,2262.78
case25,2,2263.9
case25,2,2265.52
case25,2,2266.46
case25,2,2267.39
case25,2,2269.25
case25,2,2276.31
case25,2,2280.32
case25,2,2284.48
case25,2,2285.87
case25,2,2287.91
case25,2,2288.46
case25,2,2287.01
case25,2,2287.57
case25,2,2288.76
case25,2,2288.16
case25,2,2288.51
case25,2,2289.63
case25,2,2288.15
case25,2,2288.14
case25,2,2289.19
case25,2,2286.98
case25,2,2287.67
case25,2,2287.73
case25,2,2286.99
case25,2,2287.76
case25,2,2286.26
case25,2,2285.6
case25,2,2285.44
case25,2,2281.06
case25,2,2281.61
case25,2,2280.41
case25,2,2279.56
case25,2,2275.76
case25,2,2272.71
case25,2,2270.61
case25,2,2271.03
case25,2,2270.55
case25,2,2271.08
case25,2,2269.74
case25,2,2270.8
case25,2,2269.52
case25,2,2268.7
case25,2,2267.85
case25,2,2269.46
case25,2,2268.73
case25,2,2268.53
case25,2,2268.89
case25,2,2266.62
case25,2,2268.27
case25,2,2266.54
case25,2,2269.18
case25,2,2265.9
case25,2,2267.67
case25,2,2269.13
case25,2,2265.87
case25,2,2266.19
case25,2,2267.64
case25,2,2268.53
case25,2,2267.44
case25,2,2267.06
case25,2,2266.72
case25,2,2266.04
case25,2,2267.43
case25,2,2266.39
case25,2,2267.43
case25,2,2266.02
case25,2,2268.29
case25,2,2265.97
case25,2,2267.32
case25,2,2267.52
case25,2,2267.38
case25,2,2267.26
case25,2,2267.14
case25,2,2268.44
case25,2,2266.4
case25,2,2266.85
case25,2,2266.7
case25,2,2267.86
case25,2,2266.8
case25,2,2267.97
case25,2,2265.83
case25,2,2267.62
case25,2,2266.27
case25,2,2267.79
case25,2,2267.86
case22,2,2223.83
case22,2,2238.77
case22,2,2240.88
case22,2,2242.84
case22,2,2244.25
case22,2,2243.43
case22,2,2245.08
case22,2,2246.09
case22,2,2246.45
case22,2,2252.81
case22,2,2254.38
case22,2,2255.44
case22,2,2257.22
case22,2,2258.13
case22,2,2256.9
case22,2,2261.19
case22,2,2262.12
case22,2,2262.46
case22,2,2262.06
case22,2,2264.8
case22,2,2264.33
case22,2,2265.07
case22,2,2263.73
case22,2,2264.65
case22,2,2265.89
case22,2,2265.06
case22,2,2265.83
case22,2,2265.67
case22,2,2266.17
case22,2,2265.72
case22,2,2265.61
case22,2,2265.22
case22,2,2266.21
case22,2,2266.92
case22,2,2267.07
case22,2,2267.29
case22,2,2266.81
case22,2,2267.07
case22,2,2266.58
case22,2,2267.23
case22,2,2266.45
case22,2,2264.9
case22,2,2267.94
case22,2,2264.45
case22,2,2265.16
case22,2,2264.07
case22,2,2265.5
case22,2,2264.63
case22,2,2265.41
case22,2,2264.3
case22,2,2265.1
case22,2,2263.4
case22,2,2263.88
case22,2,2263.75
case22,2,2263.61
case22,2,2263.51
case22,2,2263.6
case22,2,2263.57
case22,2,2265.17
case22,2,2263.71
case22,2,2263.86
case22,2,2263.69
case22,2,2264.04
case22,2,2264.19
case22,2,2266
case22,2,2265.13
case22,2,2264.25
case22,2,2265.06
case22,2,2264.35
case22,2,2264.65
case22,2,2265.33
case22,2,2264.25
case22,2,2265.49
case22,2,2264.06
case22,2,2264.14
case22,2,2264.09
case22,2,2264.47
case22,2,2263.77
case22,2,2263.5
case22,2,2263.66
case22,2,2265.03
case22,2,2263.41
case22,2,2265.61
case22,2,2263.21
case22,2,2263.54
case22,2,2263.29
case22,2,2265.06
case22,2,2263.92
case22,2,2264.93
case22,2,2264.86
case22,2,2263.25
case22,2,2263.92
case22,2,2264.24
case22,2,2264.69
case22,2,2263.69
case22,2,2264.42
case22,2,2264.1
case22,2,2264.5
case22,2,2265.41
case22,2,2264.12
case22,2,2206.12
case22,2,2219.75
case22,2,2221.8
case22,2,2227.56
case22,2,2222.7
case22,2,2227.54
case22,2,2236.66
case22,2,2240.38
case22,2,2242.59
case22,2,2245.19
case22,2,2242.84
case22,2,2244.67
case22,2,2251.08
case22,2,2257.15
case22,2,2262.39
case22,2,2262.81
case22,2,2264.51
case22,2,2266.61
case22,2,2266.08
case22,2,2267.57
case22,2,2268.72
case22,2,2267.62
case22,2,2271.29
case22,2,2277.33
case22,2,2274.49
case22,2,2281.31
case22,2,2276.15
case22,2,2281.91
case22,2,2275.76
case22,2,2276.06
case22,2,2280
