case,GPU_NO,Runtime
case22,0,2329.63
case22,0,2330.24
case22,0,2329.99
case22,0,2330.12
case22,0,2329.17
case22,0,2329.38
case22,0,2329.23
case22,0,2328.94
case22,0,2329.08
case22,0,2326.96
case22,0,2329.91
case22,0,2328.37
case22,0,2330.14
case22,0,2328.95
case22,0,2328.92
case22,0,2328.09
case22,0,2328.1
case22,0,2328.53
case22,0,2330.5
case22,0,2329.11
case22,0,2328.7
case22,0,2328.73
case22,0,2329.63
case22,0,2329.42
case21,0,2243.39
case21,0,2247.27
case21,0,2253.65
case21,0,2265.38
case21,0,2265.67
case21,0,2266.93
case21,0,2275.76
case21,0,2268.13
case21,0,2272.83
case21,0,2278.12
case21,0,2290
case21,0,2290.62
case21,0,2292.25
case21,0,2290.62
case21,0,2301.95
case21,0,2307.09
case21,0,2309.21
case21,0,2313.92
case21,0,2313.04
case21,0,2313.37
case21,0,2329.46
case21,0,2330.54
case21,0,2331.25
case21,0,2330.93
case21,0,2333.56
case21,0,2334.2
case21,0,2336.19
case21,0,2336.36
case21,0,2337.64
case21,0,2337.55
case21,0,2337.66
case21,0,2338.3
case21,0,2337.42
case21,0,2337.77
case21,0,2337.77
case21,0,2336.78
case21,0,2334.29
case21,0,2334.39
case21,0,2333.9
case21,0,2334.17
case21,0,2331.07
case21,0,2331.21
case21,0,2331.54
case21,0,2331.59
case21,0,2329.98
case21,0,2329.9
case21,0,2329.75
case21,0,2330.21
case21,0,2330.72
case21,0,2330.48
case21,0,2329.67
case21,0,2329.04
case21,0,2329.35
case21,0,2329.64
case21,0,2329.15
case21,0,2327.54
case21,0,2329.79
case21,0,2328.31
case21,0,2328.11
case21,0,2328.59
case21,0,2328.57
case21,0,2328.57
case21,0,2327.2
case21,0,2329.4
case21,0,2327.85
case21,0,2327.69
case21,0,2328.63
case21,0,2328.87
case21,0,2328.97
case21,0,2329.02
case21,0,2327.73
case21,0,2326.36
case21,0,2326.96
case21,0,2325.15
case21,0,2324.93
case21,0,2328.97
case21,0,2329.34
case21,0,2327.68
case21,0,2327.97
case21,0,2327.76
case21,0,2327.55
case21,0,2324.85
case21,0,2328.66
case21,0,2328.55
case21,0,2328.57
case21,0,2327.81
case21,0,2327.31
case21,0,2324.85
case21,0,2324.21
case21,0,2328.18
case21,0,2322.08
case21,0,2328.68
case21,0,2329.15
case21,0,2327.88
case21,0,2325.35
case21,0,2328.36
case21,0,2328.28
case21,0,2328.95
case21,0,2329.13
case21,0,2327.3
case21,0,2286.97
case21,0,2290.58
case21,0,2291.25
case21,0,2292.29
case21,0,2292.39
case21,0,2297.16
case21,0,2299.81
case21,0,2309.36
case21,0,2310.84
case21,0,2310.94
case21,0,2312.24
case21,0,2312.62
case21,0,2313.88
case21,0,2312.57
case21,0,2313.31
case21,0,2313.5
case21,0,2314.4
case21,0,2313.13
case21,0,2313.02
case21,0,2313.57
case21,0,2314.09
case21,0,2313.15
case21,0,2313.11
case21,0,2313.23
case21,0,2314.1
case21,0,2312.76
case21,0,2313.53
case21,0,2313.39
case21,0,2313.46
case21,0,2314.13
case21,0,2312.29
case21,0,2315.18
case21,0,2315.04
case21,0,2313.9
case21,0,2314.41
case21,0,2316.2
case21,0,2315.33
case21,0,2324.23
case21,0,2331.13
case21,0,2331.11
case21,0,2329.61
case21,0,2331.02
case21,0,2329.82
case21,0,2329.64
case21,0,2329.97
case21,0,2330.71
case21,0,2331.19
case21,0,2331.01
case21,0,2330.66
case21,0,2331.04
case21,0,2331.35
case21,0,2330.13
case21,0,2330.5
case21,0,2331.11
case21,0,2331.09
case21,0,2330.98
case21,0,2331.32
case21,0,2331.17
case21,0,2330.91
case21,0,2331.09
case21,0,2330.9
case21,0,2331.23
case21,0,2331.04
case21,0,2330.73
case21,0,2330.94
case21,0,2331.28
case21,0,2330.98
case21,0,2331.02
case21,0,2330.88
case21,0,2331.39
case21,0,2331.19
case21,0,2331.15
case21,0,2331.09
case21,0,2331.36
case21,0,2331.04
case21,0,2330.67
case21,0,2330.94
case21,0,2331.36
case21,0,2331.35
case21,0,2331.2
case21,0,2331.18
case21,0,2331.19
case21,0,2331.1
case21,0,2342.76
case21,0,2331.22
case21,0,2331.07
case21,0,2331.26
case21,0,2330.92
case21,0,2331.35
case21,0,2331.16
case21,0,2330.96
case21,0,2330.97
case21,0,2331.4
case21,0,2329.9
case21,0,2329.65
case21,0,2330.71
case21,0,2330.3
case21,0,2330.32
case21,0,2330.71
case21,0,2330.46
case24,0,2251.97
case24,0,2264.08
case24,0,2265.8
case24,0,2267.46
case24,0,2271.44
case24,0,2279.17
case24,0,2290.34
case24,0,2289.7
case24,0,2290.35
case24,0,2292.33
case24,0,2306
case24,0,2308.73
case24,0,2310.3
case24,0,2313.2
case24,0,2313.39
case24,0,2320.56
case24,0,2330.78
case24,0,2331.5
case24,0,2331.45
case24,0,2331.17
case24,0,2335.69
case24,0,2343.01
case24,0,2336.89
case24,0,2338.05
case24,0,2342.51
case24,0,2342.84
case24,0,2343.55
case24,0,2343.47
case24,0,2345.26
case24,0,2343.31
case24,0,2342.82
case24,0,2340.84
case24,0,2339.3
case24,0,2340.24
case24,0,2337.49
case24,0,2335.85
case24,0,2335.64
case24,0,2336.1
case24,0,2336.4
case24,0,2336.07
case24,0,2336.63
case24,0,2336.19
case24,0,2336.38
case24,0,2335.94
case24,0,2336.08
case24,0,2336.06
case24,0,2336.66
case24,0,2336.68
case24,0,2336.79
case24,0,2337.01
case24,0,2335.03
case24,0,2329.65
case24,0,2329.54
case24,0,2330.4
case24,0,2330.46
case24,0,2328.8
case24,0,2328.8
case24,0,2329.05
case24,0,2329.4
case24,0,2328.99
case24,0,2329.51
case24,0,2326.07
case24,0,2329.85
case24,0,2327.94
case24,0,2328.1
case24,0,2328.51
case24,0,2328.39
case24,0,2328.96
case24,0,2327.49
case24,0,2328.95
case24,0,2327.61
case24,0,2328.02
case24,0,2328.79
case24,0,2330.31
case24,0,2328.69
case24,0,2328.77
case24,0,2329.28
case24,0,2327.42
case24,0,2326.29
case24,0,2328.55
case24,0,2328.37
case24,0,2329.42
case24,0,2329.35
case24,0,2329.4
case24,0,2327.63
case24,0,2327.52
case24,0,2328.49
case24,0,2330.2
case24,0,2330.17
case24,0,2328.56
case24,0,2328.37
case24,0,2329.39
case24,0,2329.29
case24,0,2328.84
case24,0,2327.29
case24,0,2329.47
case24,0,2328.59
case24,0,2329.46
case24,0,2327.59
case24,0,2328.77
case24,0,2285.78
case24,0,2291.24
case24,0,2290.28
case24,0,2291.07
case24,0,2306.26
case24,0,2307.09
case24,0,2309.34
case24,0,2309.53
case24,0,2309.87
case24,0,2310.56
case24,0,2310.97
case24,0,2313.55
case24,0,2314.19
case24,0,2313.76
case24,0,2312.53
case24,0,2312.85
case24,0,2313.72
case24,0,2313.82
case24,0,2314.62
case24,0,2312.25
case24,0,2312.99
case24,0,2313.74
case24,0,2327.83
case24,0,2327.58
case24,0,2326.28
case24,0,2324.51
case24,0,2328.35
case24,0,2328.96
case24,0,2330.35
case24,0,2329.24
case24,0,2331.2
case24,0,2329.78
case24,0,2329.88
case24,0,2330.48
case24,0,2329.98
case24,0,2330.98
case24,0,2330.77
case24,0,2331.38
case24,0,2330
case24,0,2329.45
case24,0,2329.47
case24,0,2330.53
case24,0,2331.02
case24,0,2330.55
case24,0,2330.67
case24,0,2330.93
case24,0,2331.3
case24,0,2331.28
case24,0,2330.88
case24,0,2330.91
case24,0,2331.25
case24,0,2330.67
case24,0,2331.07
case24,0,2331.38
case24,0,2331.3
case24,0,2331.14
case24,0,2331
case24,0,2330.98
case24,0,2331.15
case24,0,2331.46
case24,0,2331.25
case24,0,2331.12
case24,0,2331.26
case24,0,2331.11
case24,0,2331.11
case24,0,2331.34
case24,0,2331.32
case24,0,2331.18
case24,0,2331.09
case24,0,2330.93
case24,0,2331.05
case24,0,2330.94
case24,0,2330.98
case24,0,2330.95
case24,0,2331.27
case24,0,2331.17
case24,0,2331.12
case24,0,2330.82
case24,0,2331.43
case24,0,2331.17
case24,0,2331.18
case24,0,2331.38
case24,0,2331.12
case24,0,2330.76
case24,0,2331.19
case24,0,2331.2
case24,0,2331.31
case24,0,2331.3
case24,0,2331.04
case24,0,2331.18
case24,0,2331.04
case24,0,2331.06
case24,0,2331.4
case24,0,2331.25
case24,0,2330.79
case24,0,2330.64
case24,0,2330.99
case24,0,2330.67
case24,0,2330.78
case24,0,2331.3
case16,2,2238.02
case16,2,2242.16
case16,2,2245.69
case16,2,2245.69
case16,2,2249.65
case16,2,2253.33
case16,2,2253.73
case16,2,2256.28
case16,2,2259.67
case16,2,2259.96
case16,2,2261.26
case16,2,2261.91
case16,2,2260.44
case16,2,2260.64
case16,2,2260.54
case16,2,2262.01
case16,2,2262.03
case16,2,2262.35
case16,2,2262.71
case16,2,2262.71
case16,2,2262.03
case16,2,2263.62
case16,2,2262.64
case16,2,2262.37
case16,2,2262.21
case16,2,2262.02
case16,2,2261.99
case16,2,2262.15
case16,2,2264.03
case16,2,2262.52
case16,2,2265.1
case16,2,2264
case16,2,2262.72
case16,2,2265.25
case16,2,2262.86
case16,2,2263.68
case16,2,2262.97
case16,2,2264.28
case16,2,2263.2
case16,2,2264.3
case16,2,2264.72
case16,2,2264.16
case16,2,2264.62
case16,2,2263.86
case16,2,2264.93
case16,2,2263.96
case16,2,2264.04
case16,2,2263.69
case16,2,2265.85
case16,2,2263.73
case16,2,2266.34
case16,2,2263.79
case16,2,2263.11
case16,2,2265.4
case16,2,2264.4
case16,2,2263.37
case16,2,2265.71
case16,2,2265.49
case16,2,2264.43
case16,2,2264.63
case16,2,2264.43
case16,2,2264.88
case16,2,2264.14
case16,2,2264.39
case16,2,2265.33
case16,2,2265.26
case16,2,2265.61
case16,2,2263.42
case16,2,2265.86
case16,2,2265.23
case16,2,2265.57
case16,2,2265.2
case16,2,2264.11
case16,2,2265.1
case16,2,2265.3
case16,2,2264.45
case16,2,2265.25
case16,2,2264.61
case16,2,2265.37
case16,2,2264.56
case16,2,2263.66
case16,2,2264.18
case16,2,2265.11
case16,2,2265.95
case16,2,2264.81
case16,2,2262.62
case16,2,2265.15
case16,2,2263.92
case16,2,2265.04
case16,2,2263.88
case16,2,2263.37
case16,2,2263.93
case16,2,2264.9
case16,2,2264.36
case16,2,2263.03
case16,2,2265.86
case16,2,2264.98
case16,2,2262.64
case16,2,2264.85
case16,2,2262.55
case16,2,2206.81
case16,2,2220.86
case16,2,2220.59
case16,2,2235.64
case16,2,2236.38
case16,2,2225.82
case16,2,2235.43
case16,2,2240.16
case16,2,2241.58
case16,2,2241.05
case16,2,2240.72
case16,2,2243.6
case16,2,2248.42
case16,2,2257.67
case16,2,2263.19
case16,2,2262.22
case16,2,2263.46
case16,2,2264.33
case16,2,2264.15
case16,2,2266.32
case16,2,2271.23
case16,2,2271.58
case16,2,2283.6
case16,2,2285.26
case16,2,2286.19
case16,2,2287.25
case16,2,2286.22
case16,2,2286.71
case16,2,2287.39
case16,2,2286.65
case16,2,2286.99
case16,2,2289.29
case16,2,2290.37
case16,2,2289.24
case16,2,2292.8
case16,2,2292.87
case16,2,2291.65
case16,2,2289.68
case16,2,2289.85
case16,2,2288.51
case16,2,2289.6
case16,2,2286.64
case16,2,2286.5
case16,2,2286.67
case16,2,2286.67
case16,2,2286.81
case16,2,2285.78
case16,2,2286.52
case16,2,2285.5
case16,2,2285.56
case16,2,2284.6
case16,2,2284.6
case16,2,2281.77
case16,2,2279.1
case16,2,2276.74
case16,2,2273.07
case16,2,2273.7
case16,2,2270.52
case16,2,2272.8
case16,2,2271.62
case16,2,2269.97
case16,2,2269.4
case16,2,2270.53
case16,2,2269.03
case16,2,2268.11
case16,2,2268.49
case16,2,2267.91
case16,2,2268.51
case16,2,2267.89
case16,2,2268.71
case16,2,2268.84
case16,2,2268.1
case16,2,2268.54
case16,2,2267.96
case16,2,2268.48
case16,2,2267.78
case16,2,2268.35
case16,2,2265.95
case16,2,2267.03
case16,2,2267.17
case16,2,2268.34
case16,2,2266.34
case16,2,2268
case16,2,2268.12
case16,2,2268.3
case16,2,2267.5
case16,2,2268.45
case16,2,2267.37
case16,2,2267.05
case16,2,2267.11
case16,2,2268.23
case16,2,2266.98
case16,2,2267.94
case16,2,2268.07
case16,2,2266.27
case16,2,2268.4
case16,2,2267.73
case16,2,2268.53
case16,2,2266.06
case16,2,2268.82
case26,0,2249.41
case26,0,2264.02
case26,0,2267.22
case26,0,2267.63
case26,0,2267.93
case26,0,2275.85
case26,0,2286.41
case26,0,2290.32
case26,0,2290.11
case26,0,2291.34
case26,0,2305.29
case26,0,2306.78
case26,0,2307.19
case26,0,2309.58
case26,0,2313.28
case26,0,2327.23
case26,0,2328.21
case26,0,2329.66
case26,0,2331.15
case26,0,2331.38
case26,0,2331.17
case26,0,2332.75
case26,0,2335.91
case26,0,2338.04
case26,0,2337.46
case26,0,2338.74
case26,0,2338.88
case26,0,2341.12
case26,0,2339.46
case26,0,2341.76
case26,0,2338.66
case26,0,2339.11
case26,0,2337.49
case26,0,2337.1
case26,0,2336.81
case26,0,2337.75
case26,0,2337.19
case26,0,2337.25
case26,0,2337.32
case26,0,2335.74
case26,0,2335.75
case26,0,2336.19
case26,0,2334.2
case26,0,2334.5
case26,0,2332.11
case26,0,2333.15
case26,0,2333.74
case26,0,2334.38
case26,0,2329.79
case26,0,2329.2
case26,0,2330.4
case26,0,2327.86
case26,0,2332.23
case26,0,2328.52
case26,0,2324.01
case26,0,2328.28
case26,0,2327.75
case26,0,2322.82
case26,0,2324.83
case26,0,2323.27
case26,0,2323.46
case26,0,2320.26
case26,0,2326.91
case26,0,2322.03
case26,0,2324.48
case26,0,2324.46
case26,0,2321.79
case26,0,2323.33
case26,0,2323.92
case26,0,2321.04
case26,0,2317.78
case26,0,2324.24
case26,0,2320.36
case26,0,2318.01
case26,0,2317.6
case26,0,2318.72
case26,0,2321.96
case26,0,2322.01
case26,0,2316.97
case26,0,2322.96
case26,0,2322.46
case26,0,2322.84
case26,0,2316.7
case26,0,2318.98
case26,0,2325.1
case26,0,2321.19
case26,0,2318.64
case26,0,2322.79
case26,0,2317.88
case26,0,2317.89
case26,0,2322.59
case26,0,2318.4
case26,0,2320.09
case26,0,2322.27
case26,0,2319.01
case26,0,2318.4
case26,0,2317.32
case26,0,2319.65
case26,0,2321.4
case26,0,2317.97
case26,0,2286.52
case26,0,2290
case26,0,2292.16
case26,0,2298.29
case26,0,2306.46
case26,0,2310.35
case26,0,2309.73
case26,0,2310.56
case26,0,2310.1
case26,0,2310.91
case26,0,2311.14
case26,0,2313.1
case26,0,2312.96
case26,0,2313.28
case26,0,2313.99
case26,0,2312.27
case26,0,2312.98
case26,0,2313.25
case26,0,2314.15
case26,0,2314.26
case26,0,2321.16
case26,0,2327.16
case26,0,2327.58
case26,0,2323.13
case26,0,2327.25
case26,0,2327.59
case26,0,2327.29
case26,0,2328.48
case26,0,2328.44
case26,0,2328.41
case26,0,2328.51
case26,0,2327.11
case26,0,2329.82
case26,0,2328.18
case26,0,2329.72
case26,0,2328.76
case26,0,2328.97
case26,0,2328.93
case26,0,2328.77
case26,0,2328.73
case26,0,2327.73
case26,0,2329.45
case26,0,2328.23
case26,0,2329.94
case26,0,2328.11
case26,0,2328.36
case26,0,2323.93
case26,0,2329.23
case26,0,2329.07
case26,0,2329.83
case26,0,2329.59
case26,0,2329.55
case26,0,2329.86
case26,0,2329.7
case26,0,2329.83
case26,0,2330.45
case26,0,2330.57
case26,0,2329.05
case26,0,2329.17
case26,0,2329.65
case26,0,2329.7
case26,0,2330.17
case26,0,2328.68
case26,0,2327.99
case26,0,2329.2
case26,0,2329.3
case26,0,2329.59
case26,0,2326.12
case26,0,2329.71
case26,0,2330.07
case26,0,2330.11
case26,0,2330.29
case26,0,2328.72
case26,0,2329.31
case26,0,2329.5
case26,0,2328.97
case26,0,2329.34
case26,0,2329.53
case26,0,2329.44
case26,0,2329.95
case26,0,2330.17
case26,0,2330.68
case26,0,2330.84
case26,0,2330.92
case26,0,2330.76
case26,0,2329.19
case26,0,2329.22
case26,0,2329.52
case26,0,2330.39
case26,0,2330.63
case26,0,2331.02
case26,0,2329.44
case26,0,2329.01
case26,0,2329.57
case26,0,2329.68
case26,0,2329.98
case26,0,2329.79
case26,0,2329.66
case26,0,2330.52
case26,0,2330.76
case11,1,2237.64
case11,1,2242.46
case11,1,2244.15
case11,1,2243.39
case11,1,2244.43
case11,1,2249.99
case11,1,2258.39
case11,1,2258.43
case11,1,2258.15
case11,1,2258.52
case11,1,2259.43
case11,1,2261.15
case11,1,2261.04
case11,1,2262.71
case11,1,2263.84
case11,1,2261.9
case11,1,2264.57
case11,1,2264.28
case11,1,2264.83
case11,1,2264.31
case11,1,2265.28
case11,1,2264.66
case11,1,2265.48
case11,1,2265.42
case11,1,2265.02
case11,1,2266.97
case11,1,2265.65
case11,1,2286.46
case11,1,2264.74
case11,1,2264.67
case11,1,2265.25
case11,1,2266.56
case11,1,2265.45
case11,1,2264.17
case11,1,2265.17
case11,1,2266.56
case11,1,2265.55
case11,1,2264.81
case11,1,2266.73
case11,1,2264.86
case11,1,2266.39
case11,1,2264.64
case11,1,2266.26
case11,1,2264.75
case11,1,2265.69
case11,1,2264.51
case11,1,2265.73
case11,1,2264.96
case11,1,2265.12
case11,1,2265.26
case11,1,2265.54
case11,1,2265.08
case11,1,2265.74
case11,1,2265.1
case11,1,2265.11
case11,1,2264.43
case11,1,2265.5
case11,1,2264.82
case11,1,2265.12
case11,1,2265.9
case11,1,2265.44
case11,1,2266.14
case11,1,2265.41
case11,1,2266
case11,1,2265.37
case11,1,2265.67
case11,1,2265.71
case11,1,2264.91
case11,1,2265.61
case11,1,2264.49
case11,1,2265.87
case11,1,2265.15
case11,1,2265.74
case11,1,2265.12
case11,1,2265.56
case11,1,2264.68
case11,1,2265.08
case11,1,2264.49
case11,1,2265.37
case11,1,2264.86
case11,1,2265.2
case11,1,2264.11
case11,1,2265.17
case11,1,2264.49
case11,1,2264.58
case11,1,2265.68
case11,1,2265.15
case11,1,2265.87
case11,1,2265.11
case11,1,2265.85
case11,1,2264.83
case11,1,2265.81
case11,1,2265.55
case11,1,2273.04
case11,1,2276.26
case11,1,2274.61
case11,1,2274.8
case11,1,2274.38
case11,1,2270.92
case11,1,2274.5
case11,1,2209.33
case11,1,2220.92
case11,1,2221.29
case11,1,2222.03
case11,1,2223.32
case11,1,2232.73
case11,1,2238.1
case11,1,2241.61
case11,1,2244.07
case11,1,2243.25
case11,1,2259.75
case11,1,2258.52
case11,1,2258.52
case11,1,2261.15
case11,1,2265.1
case11,1,2271.24
case11,1,2274.83
case11,1,2278.73
case11,1,2280.37
case11,1,2280.38
case11,1,2283.84
case11,1,2283.38
case11,1,2286.3
case11,1,2288.73
case11,1,2290.61
case11,1,2297.28
case11,1,2302.84
case11,1,2302.16
case11,1,2304.4
case11,1,2303.73
case11,1,2304.8
case11,1,2304.93
case11,1,2305.26
case11,1,2305.15
case11,1,2305.31
case11,1,2305.08
case11,1,2304.94
case11,1,2306.73
case11,1,2305.08
case11,1,2304.94
case11,1,2304.96
case11,1,2304.53
case11,1,2301.67
case11,1,2301.47
case11,1,2302.84
case11,1,2302.68
case11,1,2297.92
case11,1,2298.79
case11,1,2289.38
case11,1,2290.27
case11,1,2292.18
case11,1,2288.61
case11,1,2285.58
case11,1,2286.8
case11,1,2285.48
case11,1,2284.96
case11,1,2285.01
case11,1,2284.56
case11,1,2284.41
case11,1,2281.8
case11,1,2282.79
case11,1,2282.99
case11,1,2281.14
case11,1,2283.06
case11,1,2278.98
case11,1,2279.68
case11,1,2277.17
case11,1,2273.99
case11,1,2273.82
case11,1,2274.01
case11,1,2273.64
case11,1,2277.99
case11,1,2273.76
case11,1,2273.2
case11,1,2273.04
case11,1,2274.23
case11,1,2275.59
case11,1,2270.78
case11,1,2273.54
case11,1,2272.1
case11,1,2273.74
case11,1,2273.11
case11,1,2271.52
case11,1,2269.33
case11,1,2275.45
case11,1,2270.1
case11,1,2273.13
case11,1,2274.05
case11,1,2275.4
case11,1,2273.59
case11,1,2270.46
case11,1,2274.51
case11,1,2271.42
case11,1,2274.89
case11,1,2273.54
case11,1,2273.61
case11,1,2273.76
case11,1,2275.23
case11,1,2272.53
case11,1,2271.33
case13,1,2239.38
case13,1,2244.08
case13,1,2243.43
case13,1,2245.81
case13,1,2245.77
case13,1,2246.66
case13,1,2258.17
case13,1,2258.55
case13,1,2260.84
case13,1,2261.55
case13,1,2260.88
case13,1,2264.88
case13,1,2262.08
case13,1,2262.84
case13,1,2264.78
case13,1,2265.41
case13,1,2264.78
case13,1,2265.52
case13,1,2264.43
case13,1,2264.92
case13,1,2265.05
case13,1,2264.94
case13,1,2264.8
case13,1,2265.29
case13,1,2266.44
case13,1,2265.78
case13,1,2265.87
case13,1,2265.4
case13,1,2264.95
case13,1,2265.92
case13,1,2266.7
case13,1,2265.33
case13,1,2265.89
case13,1,2265.59
case13,1,2265.69
case13,1,2265.31
case13,1,2264.86
case13,1,2265.51
case13,1,2265.35
case13,1,2265.65
case13,1,2265.18
case13,1,2265.43
case13,1,2264.66
case13,1,2266.06
case13,1,2264.86
case13,1,2265.6
case13,1,2264.44
case13,1,2265.5
case13,1,2264.64
case13,1,2265.76
case13,1,2265.85
case13,1,2265.52
case13,1,2265.99
case13,1,2264.93
case13,1,2265.94
case13,1,2265.25
case13,1,2266.04
case13,1,2265.46
case13,1,2265.83
case13,1,2265.19
case13,1,2265.66
case13,1,2265.07
case13,1,2265.48
case13,1,2264.81
case13,1,2265.69
case13,1,2265.12
case13,1,2265.68
case13,1,2265.24
case13,1,2264.47
case13,1,2265.32
case13,1,2266.53
case13,1,2265.21
case13,1,2266.14
case13,1,2265.03
case13,1,2265.99
case13,1,2265.26
case13,1,2265.72
case13,1,2265.33
case13,1,2267.25
case13,1,2265.28
case13,1,2265.6
case13,1,2265.53
case13,1,2265.37
case13,1,2264.79
case13,1,2265.53
case13,1,2264.45
case13,1,2265.31
case13,1,2264.43
case13,1,2268.61
case13,1,2266.45
case13,1,2265.62
case13,1,2266.2
case13,1,2267.01
case13,1,2266.09
case13,1,2265.36
case13,1,2265.94
case13,1,2265.23
case13,1,2266.18
case13,1,2265.61
case13,1,2265.14
case13,1,2212.57
case13,1,2220.09
case13,1,2221.14
case13,1,2223.71
case13,1,2232.45
case13,1,2238.39
case13,1,2242.59
case13,1,2243.85
case13,1,2254.35
case13,1,2256.16
case13,1,2257.54
case13,1,2257.93
case13,1,2261.2
case13,1,2265
case13,1,2264.33
case13,1,2273.14
case13,1,2277.9
case13,1,2278.81
case13,1,2279.88
case13,1,2282.09
case13,1,2285.09
case13,1,2287.54
case13,1,2288.1
case13,1,2293.66
case13,1,2289.62
case13,1,2292.26
case13,1,2296.05
case13,1,2302.78
case13,1,2302.76
case13,1,2303.16
case13,1,2298.24
case13,1,2297.79
case13,1,2295.74
case13,1,2297.89
case13,1,2293.98
case13,1,2288.88
case13,1,2289.38
case13,1,2288.22
case13,1,2286.93
case13,1,2285.99
case13,1,2285.83
case13,1,2284.35
case13,1,2284.12
case13,1,2283.68
case13,1,2284.85
case13,1,2279.31
case13,1,2284.04
case13,1,2282.59
case13,1,2281.1
case13,1,2281.4
case13,1,2280.71
case13,1,2277.56
case13,1,2280.19
case13,1,2274.82
case13,1,2275.33
case13,1,2278.06
case13,1,2273.21
case13,1,2273.63
case13,1,2270.33
case13,1,2274.17
case13,1,2273.73
case13,1,2272.11
case13,1,2274.38
case13,1,2270.34
case13,1,2273.39
case13,1,2272.71
case13,1,2278.62
case13,1,2272.1
case13,1,2273.58
case13,1,2271.79
case13,1,2273.31
case13,1,2271.39
case13,1,2270.88
case13,1,2273.86
case13,1,2271.16
case13,1,2274.22
case13,1,2271.72
case13,1,2274.4
case13,1,2272.77
case13,1,2273.35
case13,1,2270.39
case13,1,2273.11
case13,1,2270.87
case13,1,2273
case13,1,2272.01
case13,1,2274.27
case13,1,2271.59
case13,1,2274.4
case13,1,2274.37
case13,1,2272.95
case13,1,2275.68
case13,1,2274.79
case13,1,2273.25
case13,1,2273.19
case13,1,2273.41
case13,1,2272.15
case13,1,2274.16
case13,1,2274.35
case13,1,2272.89
case13,1,2274.78
case4,1,2240.22
case4,1,2245.3
case4,1,2246.47
case4,1,2248.37
case4,1,2259.27
case4,1,2261.5
case4,1,2261.82
case4,1,2263.88
case4,1,2264.06
case4,1,2266.06
case4,1,2265.57
case4,1,2267.04
case4,1,2266.83
case4,1,2267.2
case4,1,2267.68
case4,1,2267.21
case4,1,2269.21
case4,1,2267.19
case4,1,2267.53
case4,1,2268.81
case4,1,2269.01
case4,1,2273.72
case4,1,2279.84
case4,1,2278.6
case4,1,2279.66
case4,1,2279.81
case4,1,2279.25
case4,1,2279.21
case4,1,2280.22
case4,1,2280.69
case4,1,2279.84
case4,1,2279.96
case4,1,2279.69
case4,1,2280.02
case4,1,2281.36
case4,1,2280.9
case4,1,2280.7
case4,1,2278.64
case4,1,2280.27
case4,1,2279.43
case4,1,2281.72
case4,1,2280.94
case4,1,2279.85
case4,1,2281.7
case4,1,2279.84
case4,1,2280.69
case4,1,2280.54
case4,1,2279.71
case4,1,2280.53
case4,1,2280.86
case4,1,2279.86
case4,1,2280.47
case4,1,2280.18
case4,1,2280.13
case4,1,2280.93
case4,1,2279.77
case4,1,2280.73
case4,1,2282.54
case4,1,2280.34
case4,1,2281.06
case4,1,2280.42
case4,1,2280.73
case4,1,2281.5
case4,1,2280.21
case4,1,2279.51
case4,1,2281.26
case4,1,2280.92
case4,1,2280.46
case4,1,2280.51
case4,1,2279.82
case4,1,2280.59
case4,1,2280.98
case4,1,2280.11
case4,1,2279.64
case4,1,2280.41
case4,1,2278.52
case4,1,2278.24
case4,1,2278.43
case4,1,2277.46
case4,1,2280.55
case4,1,2275.4
case4,1,2279.52
case4,1,2278.13
case4,1,2277.11
case4,1,2275.78
case4,1,2276.9
case4,1,2277.94
case4,1,2274.23
case4,1,2276.63
case4,1,2275.77
case4,1,2275.73
case4,1,2277.14
case4,1,2277.29
case4,1,2275.48
case4,1,2273.79
case4,1,2275.68
case4,1,2279.25
case4,1,2277.45
case4,1,2274.52
case4,1,2277.58
case4,1,2237.57
case4,1,2245.32
case4,1,2245.29
case4,1,2245.56
case4,1,2246.85
case4,1,2247.14
case4,1,2260.12
case4,1,2262.15
case4,1,2262.34
case4,1,2263.14
case4,1,2264.08
case4,1,2264.86
case4,1,2266.89
case4,1,2266.52
case4,1,2266.78
case4,1,2266.64
case4,1,2267.46
case4,1,2266.68
case4,1,2267.45
case4,1,2267.17
case4,1,2267.84
case4,1,2266.98
case4,1,2267.36
case4,1,2266.82
case4,1,2267.52
case4,1,2277.48
case4,1,2279.39
case4,1,2275.86
case4,1,2276.72
case4,1,2276.91
case4,1,2276.82
case4,1,2274.4
case4,1,2279.44
case4,1,2277.7
case4,1,2276.3
case4,1,2279.29
case4,1,2278.28
case4,1,2278.56
case4,1,2278.36
case4,1,2278.92
case4,1,2279.74
case4,1,2279.32
case4,1,2279.09
case4,1,2276.47
case4,1,2279.57
case4,1,2280.34
case4,1,2279.16
case4,1,2279.63
case4,1,2278.04
case4,1,2280.44
case4,1,2278.65
case4,1,2279.47
case4,1,2279.27
case4,1,2277.57
case4,1,2280.39
case4,1,2279.57
case4,1,2279.8
case4,1,2280.21
case4,1,2279.38
case4,1,2280
case4,1,2280.15
case4,1,2280.94
case4,1,2280.68
case4,1,2280.65
case4,1,2279.78
case4,1,2280.2
case4,1,2279.56
case4,1,2279.61
case4,1,2278.99
case4,1,2281.27
case4,1,2280.78
case4,1,2280.55
case4,1,2280.3
case4,1,2280.51
case4,1,2279.68
case4,1,2280.18
