TIME	TOTAL	SOC	CPU	GPU	DDR
.0073365400	3928	686	991	686	1153
.4787114060	3471	686	991	305	1134
.9502086060	3318	686	991	152	1096
1.4227943110	3356	686	991	152	1173
1.8949314130	3051	610	991	152	942
2.3660229260	2937	610	991	152	865
2.8384918680	2938	610	991	152	826
3.3097070940	2900	610	991	152	826
3.7820326470	2862	610	991	152	807
4.2532649640	2862	610	991	152	807
4.7250900770	2898	610	991	152	807
5.1969964060	2898	610	991	76	807
5.6688531050	2862	610	991	152	807
6.1412568390	2900	610	991	152	807
6.6129974780	2862	610	991	152	807
7.0841734190	2862	610	991	152	807
7.5559939960	2900	610	991	152	807
8.0276218380	2900	610	991	152	807
8.4999555970	2900	610	991	152	807
8.9712517340	2898	610	991	152	807
9.4429977560	2898	610	991	152	826
9.9146651560	2862	610	991	152	807
10.3863635010	2862	610	991	152	807
10.8581192230	2823	610	991	152	807
11.3305459480	2862	610	991	152	807
11.8021788250	2823	610	991	152	807
12.2733346200	2823	610	991	152	807
12.7450789230	2862	610	991	152	807
13.2167464280	2900	610	991	152	807
13.6885569410	2862	610	991	152	807
14.1608173710	2823	610	991	152	807
14.6319909970	2823	610	991	152	807
15.1036054510	2823	610	991	152	807
15.5752831060	2862	610	991	152	807
16.0470138490	2862	610	991	152	807
16.5187024840	2862	610	991	152	807
16.9904809090	2823	610	991	152	807
17.4622986330	2862	610	991	152	807
17.9340709490	2862	610	991	76	807
18.4057105000	2900	610	991	152	807
18.8774888030	2900	610	991	152	807
19.3492925470	2862	610	991	152	807
19.8210901480	2823	610	991	152	807
20.2929596540	2823	610	991	152	807
20.7646994980	2823	610	991	152	807
21.2370166190	2862	610	991	152	807
21.7086044990	2862	610	991	76	807
22.1798228480	2823	610	991	76	807
22.6514755620	2823	610	991	152	807
23.1232363720	2862	610	991	152	807
23.5949490560	2862	610	991	152	807
24.0671042650	2862	610	991	152	807
24.5382495330	2823	610	991	76	807
25.0100592430	2862	610	991	152	807
25.4819315470	2823	610	991	152	807
25.9544027260	2862	610	991	152	807
26.4254840000	2862	610	991	152	807
26.8972354120	2862	610	991	152	807
27.3690294810	2823	610	991	152	807
27.8409751980	2823	610	991	152	807
28.3128329810	2823	610	991	152	807
28.7843117610	2862	610	991	152	807
29.2563775440	2900	610	991	152	807
29.7285511680	2862	610	991	152	807
30.1995447400	2862	610	991	76	807
30.6711820190	2823	610	991	152	807
31.1429428820	2823	610	991	76	807
31.6151527030	2823	610	991	152	807
32.0861749510	2823	610	991	152	807
32.5580718490	2862	610	991	152	807
33.0298714040	2823	610	991	152	807
33.5016427060	2823	610	991	152	807
33.9738910910	2823	610	991	152	807
34.4450903690	2823	610	991	152	807
34.9171879420	2862	610	991	152	807
35.3891606550	2862	610	991	152	807
35.8613782620	2823	610	991	152	807
36.3324773840	2862	610	991	152	807
36.8041993180	2823	610	991	152	807
37.2759547890	2823	610	991	152	807
37.7477762770	2862	610	991	152	807
